output_prefix	name	motif_id	cluster	total_tfbs	K4me1_mean_score	K4me1_bound	K4me2_mean_score	K4me2_bound	K4me1_K4me2_change	K4me1_K4me2_pvalue	K4me1_K4me2_highlighted
Npas2_MA0626.2	Npas2	MA0626.2	C_Mlxip	48	1.30202	3	0.70111	1	-0.41303	6.33087E-38	False
Npas4_MA1995.2	Npas4	MA1995.2	C_Npas4	24	0.61154	0	0.19482	0	-0.04	6.56285E-01	False
Nr1H2_MA1996.2	Nr1H2	MA1996.2	C_NR2F2	405	1.93579	28	0.27999	4	0.16739	1.70805E-51	False
Nr1h3Rxra_MA0494.2	Nr1h3::Rxra	MA0494.2	C_Nr1h3::Rxra	129	1.98168	8	0.16064	0	0.32112	1.71686E-49	False
Nr1H4_MA1110.3	Nr1H4	MA1110.3	C_NR2F2	405	1.93579	28	0.27999	4	0.16739	1.70805E-51	False
Nr2e3_MA0164.2	Nr2e3	MA0164.2	C_Nr2e3	159	1.52768	6	0.2999	1	0.01102	3.66055E-01	False
Nr2f6_MA0677.2	Nr2f6	MA0677.2	C_NR2C2	182	2.01579	14	0.25666	2	0.20907	1.98962E-42	False
NR5A1_MA1540.3	NR5A1	MA1540.3	C_NR5A1	125	2.2254	13	0.29725	2	0.22351	1.60522E-38	False
Nr5A2_MA0505.3	Nr5A2	MA0505.3	C_Nr5A2	131	2.03603	14	0.44449	3	0.07858	2.28675E-10	False
Nrf1_MA0506.3	Nrf1	MA0506.3	C_Nrf1	146	1.13949	7	1.03729	8	-0.61683	2.12839E-80	True
Olig2_MA1997.2	Olig2	MA1997.2	C_MYF5	441	1.85584	33	0.34201	4	0.07739	8.34716E-28	False
Pax7_MA0680.3	Pax7	MA0680.3	C_Pax7	94	1.39585	0	0.13448	1	0.24644	1.37677E-40	False
Plagl1_MA1615.2	Plagl1	MA1615.2	C_Plagl1	162	1.96779	12	0.25909	2	0.27241	1.79774E-54	False
PpargRxra_MA0065.3	Pparg::Rxra	MA0065.3	C_Pparg::Rxra	368	2.13465	43	0.24181	4	0.27612	2.82286E-65	False
Prdm14_MA1998.2	Prdm14	MA1998.2	C_Prdm14	88	1.39169	5	0.63911	2	-0.20347	1.09424E-31	False
Prdm15_MA1616.2	Prdm15	MA1616.2	C_Prdm15	144	1.65083	10	0.27121	2	0.0844	1.05273E-12	False
Prdm4_MA1647.3	Prdm4	MA1647.3	C_Prdm4	137	1.49973	4	0.21894	0	0.08495	9.40066E-17	False
Prdm5_MA1999.2	Prdm5	MA1999.2	C_Prdm5	270	1.82188	23	0.47929	5	-0.0592	1.17944E-15	False
Ptf1A_MA1618.2	Ptf1A	MA1618.2	C_ZBTB18	270	1.74264	11	0.36795	4	0.0195	1.99715E-02	False
Ptf1A_MA1619.2	Ptf1A	MA1619.2	C_MYF5	210	1.81308	15	0.28408	0	0.09694	2.05767E-21	False
Ptf1A_MA1620.2	Ptf1A	MA1620.2	C_Ptf1A	184	2.07188	17	0.28522	1	0.13168	6.15124E-26	False
Rarg_MA0859.2	Rarg	MA0859.2	C_Rarb	186	1.92032	13	0.2577	4	0.20754	2.68173E-45	False
Rfx6_MA1724.2	Rfx6	MA1724.2	C_Rfx6	103	1.52157	3	0.38345	1	-0.05659	6.67180E-07	False
Rhox11_MA0629.2	Rhox11	MA0629.2	C_Rhox11	177	1.62686	8	0.45849	3	-0.07375	1.51159E-11	False
Runx1_MA0002.3	Runx1	MA0002.3	C_Bcl11B	224	1.63724	18	0.2966	1	0.03732	2.05165E-09	False
Shox2_MA0720.2	Shox2	MA0720.2	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
Six3_MA0631.2	Six3	MA0631.2	C_Six3	67	2.11348	9	0.37577	1	0.08406	9.53180E-11	False
Six4_MA2001.2	Six4	MA2001.2	C_SIX1	78	1.86454	6	0.25165	0	0.16882	1.36642E-16	False
Smad4_MA1153.2	Smad4	MA1153.2	C_Smad4	57	1.69593	4	0.21039	0	0.13776	9.55877E-11	False
Sox11_MA0869.3	Sox11	MA0869.3	C_SOX4	445	1.89968	37	0.16711	4	0.34499	2.60912E-76	False
Sox17_MA0078.3	Sox17	MA0078.3	C_Sox7	493	2.20339	52	0.21529	5	0.30216	2.05118E-78	False
Sox3_MA0514.3	Sox3	MA0514.3	C_Sox3	512	2.27217	62	0.14387	4	0.43592	9.68267E-94	True
Sox5_MA0087.3	Sox5	MA0087.3	C_Sox7	405	2.22761	43	0.17132	3	0.36022	4.12923E-85	True
Spi1_MA0080.7	Spi1	MA0080.7	C_Spi1	434	1.66377	34	0.33496	7	0.08911	1.67322E-25	False
Stat2_MA1623.2	Stat2	MA1623.2	C_Stat2	274	1.37296	11	0.22423	1	0.08041	6.94564E-21	False
Stat4_MA0518.2	Stat4	MA0518.2	C_Stat4	130	1.42105	6	0.37679	0	-0.09556	8.03501E-17	False
Stat5a_MA1624.2	Stat5a	MA1624.2	C_Stat5a	77	1.61282	5	0.33458	0	-0.00332	5.47564E-01	False
Stat5aStat5b_MA0519.2	Stat5a::Stat5b	MA0519.2	C_STAT3	64	1.57844	3	0.36358	0	-0.07356	8.35178E-08	False
Stat5b_MA1625.2	Stat5b	MA1625.2	C_STAT3	122	1.54788	7	0.39625	1	-0.05996	2.64160E-05	False
Stat6_MA0520.2	Stat6	MA0520.2	C_Stat6	124	1.59325	5	0.2103	1	0.13418	1.40925E-26	False
Tbx6_MA1567.3	Tbx6	MA1567.3	C_TBR1	688	2.49718	83	0.13747	3	0.4708	1.45962E-108	True
Tcf12_MA0521.3	Tcf12	MA0521.3	C_MYF5	441	1.85584	33	0.34201	4	0.07739	8.34716E-28	False
Tcf21_MA0832.2	Tcf21	MA0832.2	C_MSC	153	1.63767	6	0.29085	0	0.04528	3.85711E-02	False
Twist2_MA0633.3	Twist2	MA0633.3	C_MYF5	441	1.85584	33	0.34201	4	0.07739	8.34716E-28	False
Vdr_MA0693.4	Vdr	MA0693.4	C_Vdr	112	1.89568	7	0.39812	0	-0.00607	6.25340E-01	False
Wt1_MA1627.2	Wt1	MA1627.2	C_Wt1	749	2.33017	88	0.28143	11	0.28086	1.18404E-81	False
Yy1_MA0095.4	Yy1	MA0095.4	C_Yy1	168	1.51659	7	0.38262	3	-0.05834	9.27400E-12	False
Zfp335_MA2002.2	Zfp335	MA2002.2	C_Zfp335	128	2.05074	10	0.19985	2	0.30527	5.47572E-51	False
Zfx_MA0146.3	Zfx	MA0146.3	C_Zfx	141	2.03918	14	0.222	0	0.26592	9.53536E-45	False
Zic1Zic2_MA1628.2	Zic1::Zic2	MA1628.2	C_Zic2	330	1.77777	27	0.23746	3	0.18392	2.23197E-42	False
Zic2_MA1629.2	Zic2	MA1629.2	C_Zic2	478	1.71448	33	0.31399	5	0.07472	3.79339E-28	False
Zic3_MA0697.3	Zic3	MA0697.3	C_Zic2	330	1.77777	27	0.23746	3	0.18392	2.23197E-42	False
LIN54_MA0619.2	LIN54	MA0619.2	C_LIN54	201	1.77766	9	0.14081	0	0.28473	7.94744E-53	False
TBP_MA0108.3	TBP	MA0108.3	C_TBP	57	1.39317	2	0.20182	0	0.09272	1.38796E-07	False
