Gene_ID	RPM_R1_TP1	RPM_R1_TP2	RPM_R1_TP3	RPM_R1_TP4	RPM_R1_TP5	RPM_R1_TP6	RPM_R1_TP7	RPM_R1_TP8	RPM_R1_TP9	RPM_R2_TP1	RPM_R2_TP2	RPM_R2_TP3	RPM_R2_TP4	RPM_R2_TP5	RPM_R2_TP6	RPM_R2_TP7	RPM_R2_TP8	RPM_R2_TP9	classification	sub_classification
acp1	18.2728502	44.4781737	60.7054267	48.5144548	99.6796314	36.1959323	36.2395472	65.2464217	24.036977	39.7964738	10.181857	30.2943318	76.6855428	41.7025921	64.661037	73.3533409	49.771727	34.5111984	MZ	MZ_constant
acsl3b	43.5737197	57.2656487	57.2436101	42.1715756	82.925569	25.5867797	30.3037593	81.055026	32.1725692	43.0145175	64.7113579	24.3347911	47.523435	21.3859447	51.3696016	72.29536	89.1909347	52.725442	MZ	MZ_constant
acsl4b	245.980676	221.278914	244.05807	273.429525	223.716009	131.054238	150.269157	241.440503	117.596288	245.965807	259.071695	197.161471	216.015614	170.731125	244.813871	220.765343	243.682375	221.446856	MZ	MZ_constant
acss1	28.8148792	29.4667901	27.5708965	24.6858003	23.2304226	14.3535594	21.2438725	26.4434837	12.573188	35.9348213	28.7354631	24.3347911	27.0019517	21.7423771	35.0247284	33.5027278	33.8447743	33.8721021	MZ	MZ_constant
actb1	313.449661	429.770354	603.839723	758.231214	898.383796	980.410512	965.971378	1190.24419	956.301885	570.559148	154.537963	607.624835	793.317341	899.991838	1114.14559	996.265327	1117.6739	1325.16611	MZ	MZ_constant
actb2	1570.76232	2872.73405	3146.66765	2954.58173	4271.15957	2315.9156	2450.85558	3823.67025	1958.82873	2687.17376	865.457846	2577.00471	4129.67849	2604.45163	2723.30734	3430.67933	4062.16927	2837.90697	MZ	MZ_constant
actl6a	38.6541062	20.0151782	24.7272614	33.6001171	18.0211763	21.2183052	20.6190527	29.3177754	17.750383	47.7343149	24.6627203	33.7707305	23.2216785	18.8909178	34.1266584	27.5075028	41.4100768	45.6953831	MZ	MZ_constant
actr1	69.5773911	201.819713	176.181737	134.229039	146.844429	53.6698307	70.9170449	165.846631	52.8813494	109.091681	87.3377069	93.8627657	159.311515	72.3557794	137.045476	210.185535	160.065874	95.5448919	MZ	MZ_constant
actr2a	76.6054105	85.0645073	94.3345022	72.1716801	69.8320581	44.9328815	47.4863032	79.9053093	29.9537713	98.0430647	125.349973	57.6088932	100.987299	73.0686442	96.6323275	79.3485659	101.136149	94.9057956	MZ	MZ_constant
actr3	51.3045409	49.4819683	59.5927	62.0573592	49.9806061	46.1810171	46.2366636	57.1984049	52.5115498	66.3989683	52.266866	66.29989	49.1435521	57.0291858	44.5442699	47.2564793	39.4192077	64.8682711	MZ	MZ_constant
actr5	37.9513043	62.2694432	74.7999657	66.6859467	96.0190799	40.5644069	52.1724515	67.8332842	25.5161756	60.0701491	17.6485522	56.6156364	79.925777	50.2569699	60.5299152	67.0054557	58.9297247	43.7780943	MZ	MZ_constant
actr6	4.91961352	14.4554065	11.8690855	6.17145008	8.16584551	7.48881358	4.68614834	16.6708919	6.28659399	8.68871799	0.90505396	7.69774004	15.121093	2.13859447	12.0341374	12.3431103	15.9269526	13.4210216	MZ	MZ_constant
actr8	47.7905313	72.2770323	95.5708653	99.6003472	142.339135	75.5122036	98.4091151	108.935656	48.8135533	66.1844321	43.2163264	84.4268263	98.2871042	90.1774	103.637273	108.26671	95.1635419	69.6614931	MZ	MZ_constant
acvr1ba	112.448309	84.5085301	89.5126863	97.7146263	70.3952199	47.4291527	53.1096812	104.336789	48.4437537	105.337297	101.13978	72.5077449	88.5664016	60.5935099	125.370566	100.155523	135.379097	109.924558	MZ	MZ_constant
acvr1bb	121.584734	85.6204844	86.7926875	99.428918	63.9188597	63.6549155	84.0382602	98.8756346	62.4961402	92.3578542	91.8629766	80.7021134	84.2460893	86.6130759	112.797587	86.7544321	96.7562372	117.274165	MZ	MZ_constant
acvr1l	127.909951	120.091069	115.970856	100.800351	115.30737	86.1213562	91.2236877	172.457502	99.8459045	93.3232673	102.497361	81.6953701	106.38769	73.0686442	118.545234	153.054567	160.464048	136.127505	MZ	MZ_constant
acvr2ba	138.45198	207.935462	155.287202	127.371873	213.719888	164.753899	180.885326	245.751941	152.357454	144.168358	114.489326	147.498632	225.736316	166.097504	180.512062	204.89563	145.731617	160.732711	MZ	MZ_constant
acvr2bb	7.73082124	15.0113836	6.79999688	4.11430006	6.33556979	18.0979662	8.7474769	10.6348793	11.463789	4.6125293	3.84647932	5.21459809	20.5214833	7.84151304	12.9322074	4.58458381	2.38904289	9.90599213	MZ	MZ_constant
ada2a	4.91961352	4.44781737	9.39635933	7.88574177	6.89873155	8.11288138	7.18542745	6.03601258	1.84899823	5.79247866	5.20406025	11.422453	4.86035131	6.77221581	9.16031357	4.58458381	8.75982394	4.47367387	MZ	MZ_constant
adam10a	122.287536	82.2846214	96.9308647	87.0860178	89.8243006	59.2864409	63.1067976	111.522518	52.5115498	90.3197598	88.6952878	65.0583191	72.3652306	58.4549154	104.535343	132.95293	149.713355	103.533595	MZ	MZ_constant
adam17a	14.7588405	16.6793151	20.8945359	18.3429211	19.1474998	6.86474579	10.6219362	20.9823294	6.28659399	20.8100159	15.1596538	15.1471659	21.0615223	7.12864822	22.4517489	20.1016367	29.4648624	13.7405697	MZ	MZ_constant
adam9	15.4616425	15.0113836	15.9490836	21.257217	9.5737499	14.9776272	22.1811021	36.7909338	24.036977	15.661146	15.8384442	11.6707672	10.8007807	12.4751344	21.553679	17.2803544	28.2703409	44.0976424	MZ	MZ_constant
adar	109.637101	103.411754	93.839957	100.457493	93.3440616	61.1586443	74.3535536	133.654564	74.3297289	74.2295413	109.059002	74.7425727	81.0058551	57.3856182	88.9089258	95.5709394	111.886842	92.6689587	MZ	MZ_constant
adarb1b	26.0036714	28.9108129	31.6508946	36.1715547	32.8041725	23.0905086	27.4920703	37.078363	17.3805834	25.6370815	37.7860027	22.0999633	26.4619127	20.6730798	29.0974666	28.918144	36.2338172	32.5939096	MZ	MZ_constant
adat2	22.4896618	36.6944933	37.8327099	31.2001088	28.0172975	16.2257628	19.0570032	36.2160755	13.6825869	22.0972334	21.0425045	21.8516492	24.8417956	15.3265937	25.8644148	32.7974072	31.8539052	23.6465619	MZ	MZ_constant
adcy5	73.7942027	101.743822	79.4981454	61.0287842	77.5755323	34.3237289	37.1767768	119.857964	36.9799646	60.3919534	58.3759802	34.5156731	52.9238253	30.2967549	74.0009645	111.087992	98.7471063	59.4359528	MZ	MZ_constant
add1	173.592077	224.0588	175.810829	140.400489	164.584024	187.22034	213.375954	234.542203	189.707219	190.615455	324.688107	158.176142	225.196277	154.691666	180.152834	145.648701	158.473179	175.112377	MZ	MZ_constant
add3a	161.644444	191.256147	162.581744	162.857711	150.786561	147.904068	171.513029	182.804952	99.1063052	204.882116	172.412779	165.12894	183.073233	180.711232	210.14837	153.407227	159.269526	179.266503	MZ	MZ_constant
adgra3	28.1120772	55.5977172	53.7817935	38.7429922	37.1686761	41.8125425	15.6204945	74.4441551	21.8181791	27.6751758	13.3495459	25.0797337	38.8828104	22.0988095	53.1657415	45.1405175	37.4283387	37.3871316	MZ	MZ_constant
adipor2	16.8672463	93.4041648	114.363584	96.5146221	95.0335468	32.4515255	39.9884658	89.1030428	18.1201827	63.8245334	15.1596538	29.301075	70.2050744	27.4452956	100.583835	98.0395614	76.0511988	64.5487229	MZ	MZ_constant
adnpa	80.822222	53.9297856	66.0217879	98.7432013	35.4791908	53.0457629	85.9127195	87.3784678	56.2095462	87.9598611	67.6527833	62.5751771	54.0039034	55.9598885	88.9089258	71.2373792	64.1059843	88.8343811	MZ	MZ_constant
adoa	4.91961352	8.33965757	10.3854498	11.8286127	10.7000734	13.7294916	10.3095263	10.060021	7.02619328	10.2977398	4.2990063	8.69099682	16.201171	9.26724269	11.4952955	10.2271485	10.750693	10.8646365	MZ	MZ_constant
adpgk	37.9513043	33.3586303	42.9017985	40.2858547	30.1291541	18.722034	27.8044801	47.7132423	18.1201827	31.0004876	26.4728282	23.8381627	25.9218736	22.8116743	51.3696016	38.0873116	61.7169414	49.8495088	MZ	MZ_constant
adpgk2	12.6504348	13.3434521	10.3854498	10.6286085	15.0645771	4.99254239	9.99711646	11.784596	8.13559222	9.33232673	9.27680306	8.44268263	8.10058551	7.12864822	10.0583835	17.9856749	9.15799776	12.7819253	MZ	MZ_constant
adprm	6.32521738	7.7836804	8.9018141	10.9714668	9.85533078	13.7294916	13.4336252	11.784596	9.98459045	9.6541311	5.65658723	12.9123381	8.64062454	6.77221581	13.6506634	8.11118674	13.5379097	13.7405697	MZ	MZ_constant
adrm1	28.8148792	58.377603	63.7963344	54.3430466	53.6411576	64.2789833	67.1681262	66.3961383	37.7195639	51.1668948	30.3193076	65.0583191	81.0058551	82.6923193	76.8747884	42.3192352	60.9205938	59.4359528	MZ	MZ_constant
adsl	31.6260869	47.2580596	49.5781591	52.4573257	55.8938046	65.5271189	38.4264164	47.1383839	30.323571	37.1147707	19.9111871	59.5954068	55.0839815	44.197619	55.6803374	35.6186896	44.1972935	35.4698428	MZ	MZ_constant
adssl1	7.73082124	5.00379454	8.65454149	9.42860429	7.60268375	6.24067799	2.811689	10.060021	6.65639363	11.5849573	9.05053957	5.71122648	12.9609368	6.4157834	8.80108559	8.11118674	9.55617157	9.90599213	MZ	MZ_constant
aebp2	92.0670529	55.5977172	74.923602	64.4573675	64.341231	53.6698307	49.3607625	89.1030428	50.2927519	55.9939604	101.13978	56.6156364	52.9238253	44.9104838	81.5447522	77.2326041	114.674059	69.0223968	MZ	MZ_constant
aff4	10.542029	5.55977172	6.79999688	7.88574177	7.88426463	19.3461018	10.6219362	10.3474501	11.0939894	9.11779048	10.4081205	12.1673956	13.5009759	11.4058372	8.98069958	8.11118674	1.59269526	10.8646365	MZ	MZ_constant
aftpha	53.4129467	33.9146075	48.0945234	50.5716048	26.3278122	18.722034	18.7445934	37.9406505	11.463789	43.6581262	35.5233678	47.9246396	38.8828104	24.9502688	56.7580213	32.4447469	44.5954673	31.6352652	MZ	MZ_constant
aggf1	42.8709178	47.8140368	52.5454305	43.8858673	32.2410107	23.0905086	35.9271373	53.7492548	36.610165	38.29472	27.3778822	42.2134131	39.9628885	23.1681067	49.0346197	46.1984984	62.1151152	38.6653241	MZ	MZ_constant
agk	7.73082124	16.6793151	15.9490836	17.3143461	13.6566727	8.73694918	8.7474769	15.8086044	7.76579257	14.4811966	3.62021583	13.9055949	24.8417956	14.9701613	20.475995	16.9276941	19.1123431	15.0187623	MZ	MZ_constant
ago2	54.1157487	36.1385162	39.6872545	58.2859175	49.2766539	50.5494917	57.1710097	64.9589925	40.3081614	58.8901997	64.7113579	44.1999267	49.6835911	46.6926458	52.4472855	60.3049101	47.3826841	65.8269155	MZ	MZ_constant
ago4	399.894299	361.385162	289.679867	309.42965	342.68393	259.612204	330.217253	358.711604	184.530023	288.873056	395.282316	271.904043	318.082991	306.888306	295.105788	355.481575	241.293332	296.540668	MZ	MZ_constant
agpat2	16.1644444	12.7874749	11.2509039	8.22860011	11.6856065	9.36101698	10.6219362	18.3954669	8.87519151	9.54686298	16.9697617	4.7179697	7.56054648	7.48508063	7.36417365	17.6330146	20.3068646	22.0488212	MZ	MZ_constant
agpat4	28.8148792	23.3510412	18.4218097	23.314367	20.8369851	20.5942374	14.3708549	21.2697586	19.2295816	25.1007409	23.3051394	23.0932201	16.7412101	10.6929723	19.5779251	19.7489764	27.4739933	23.96611	MZ	MZ_constant
agpat5	94.1754587	85.6204844	84.9381429	90.1717429	94.4703851	51.7976273	69.6674053	108.935656	52.1417501	90.2124917	96.1619829	63.3201197	81.5458941	65.5835636	90.7050657	123.783763	126.2211	92.3494105	MZ	MZ_constant
ahcy	156.724831	265.757088	333.941665	395.487093	557.952513	255.24373	293.665296	373.657921	218.551591	309.146731	153.859173	357.324127	401.249002	341.818682	331.567428	465.158926	422.064245	323.063163	MZ	MZ_constant
ahcyl2	127.909951	210.159371	193.49082	131.143314	180.352553	99.22678	124.026726	203.787282	64.7149381	154.573366	94.351875	113.976215	204.674794	108.711885	180.691676	228.52387	175.992827	141.879371	MZ	MZ_constant
ahnak	35.8428985	33.3586303	32.5163487	39.7715672	26.1870218	15.601695	23.4307417	37.3657921	10.7241897	27.0315671	27.8304092	23.5898485	19.9814443	18.8909178	42.029674	33.5027278	45.7899888	27.8006876	MZ	MZ_constant
ahsa1b	256.522705	194.036033	202.145362	198.343549	240.892442	172.86678	168.70134	221.895319	176.024632	209.494645	170.828934	221.496262	190.09374	186.414151	164.70603	245.451564	265.980109	239.6611	MZ	MZ_constant
aida	18.9756521	39.4743792	45.2508884	39.7715672	39.8436945	16.2257628	29.3665296	53.1743965	9.98459045	33.6821907	17.8748157	17.3819936	35.1025372	10.6929723	43.466586	40.908594	37.0301649	24.9247544	MZ	MZ_constant
aif1l	285.337584	318.018942	303.279861	272.572379	314.103471	164.753899	199.942329	432.86833	160.493046	221.830479	324.461844	163.887369	299.181625	163.958909	353.480335	320.568206	337.651396	247.330255	MZ	MZ_constant
aimp1	9.1364251	18.9032238	22.7490805	17.4857752	22.5264704	18.722034	15.6204945	19.2577544	12.9429876	17.6992403	14.2545998	28.059504	32.9423811	28.1581605	33.9470444	28.5654837	24.2886028	15.3383104	MZ	MZ_constant
aimp2	269.173139	511.498998	526.690668	473.315936	734.644515	475.539663	540.156699	612.798991	337.996877	365.140692	292.784955	419.154361	646.426724	557.816723	494.118091	666.880614	533.552913	421.16444	MZ	MZ_constant
ak2	44.9793236	118.979115	117.825401	93.7717554	228.221303	72.3918647	74.9783734	130.492843	51.7719505	76.2676357	51.814339	74.2459443	137.169915	79.8408601	123.215198	210.185535	138.962662	88.8343811	MZ	MZ_constant
ak4	2.81120772	6.11574889	5.3163612	5.82859175	4.78687495	0.6240678	6.56060767	5.46115424	3.32819682	7.830573	8.14548561	9.43593941	5.94042937	5.34648616	9.69915554	7.05320586	6.37078105	7.98870333	MZ	MZ_constant
akap17a	28.8148792	46.7020824	55.7599745	42.6858631	45.6161025	31.2033899	33.740268	57.1984049	31.0631703	46.983438	25.3415108	53.1392377	39.4228495	43.4847541	56.7580213	52.1937234	59.7260723	45.6953831	MZ	MZ_constant
akap1b	96.2838645	92.8481877	114.981765	146.571939	105.59283	97.3545766	93.7229668	110.085372	67.6733353	103.191935	88.2427608	116.211043	79.925777	81.2665897	118.904462	89.2230541	103.525192	127.819253	MZ	MZ_constant
akap8l	300.799226	316.906988	288.690777	265.886641	334.518085	234.649492	316.158808	434.305476	295.100118	253.79638	568.826412	236.395114	261.378892	265.898579	305.882628	415.433825	518.024134	365.882613	MZ	MZ_constant
akirin1	104.717488	72.2770323	73.1926937	64.2859384	47.5871686	48.0532205	93.4105569	87.6658969	45.4853565	84.8490855	223.322064	76.2324578	75.0654257	91.2466972	97.1711694	93.1023173	101.534323	108.326817	MZ	MZ_constant
akirin2	82.9306278	139.55027	121.658126	92.2288929	79.9689698	71.1437291	89.9740481	146.014018	55.1001473	65.6480915	86.8851799	79.7088566	92.3466748	76.6329684	119.26369	124.136423	134.980923	97.4621807	MZ	MZ_constant
akt1s1	184.836908	140.106247	140.079936	142.114781	145.154943	119.19695	112.77997	207.236432	111.679493	124.323755	152.727855	107.768361	112.868158	94.8110213	146.565017	182.325371	224.171858	143.157564	MZ	MZ_constant
akt2	21.7868599	27.2428814	24.3563525	25.8858045	31.2554776	16.2257628	12.8088055	25.8686253	13.3127873	21.4536247	16.7434982	19.8651356	19.9814443	18.8909178	28.3790107	29.2708043	25.881298	19.172888	MZ	MZ_constant
AL928657.2	43.5737197	43.3662194	49.3308865	54.6859049	30.5515254	28.7071187	24.0555615	54.036684	31.8027696	40.4400825	31.2243615	32.5291595	36.7226543	17.4651881	55.8599514	50.7830822	56.9388556	40.9021611	MZ	MZ_constant
AL929017.1	15.4616425	13.3434521	16.8145378	13.0286168	13.7974631	4.99254239	10.3095263	15.233746	8.13559222	14.4811966	15.8384442	9.9325678	8.10058551	9.6236751	15.6264173	5.64256469	14.7324312	11.8232809	MZ	MZ_constant
AL929334.1	25.3008695	16.123338	23.4908983	19.7143544	18.1619667	13.1054238	15.9329044	27.018342	11.8335887	21.8826972	24.4364568	25.3280479	19.4414052	19.2473502	29.8159226	24.6862205	24.2886028	10.2255403	MZ	MZ_constant
AL935174.6	397.785893	118.423138	181.869008	323.8297	242.300347	489.269154	167.451701	157.798614	386.81043	188.684629	211.103835	505.319387	194.954091	309.383333	221.284438	143.180079	197.892386	208.025835	MZ	MZ_constant
AL954696.1	44.9793236	56.7096715	62.6836076	48.5144548	49.5582348	39.3162713	46.8614834	53.7492548	24.4067767	38.29472	31.6768885	43.2066699	46.4433569	36.3561059	55.1414954	42.3192352	58.1333771	34.1916503	MZ	MZ_constant
AL954741.2	5.62241545	2.77988586	3.4618166	3.94287089	3.80134187	4.36847459	4.68614834	4.59886672	5.91679434	2.68170308	2.26263489	4.22134131	1.08007807	1.06929723	2.69420987	2.46862205	7.5653025	8.6277996	MZ	MZ_constant
alas1	161.644444	195.703964	265.199878	261.772341	250.325402	224.04034	295.227345	243.739936	174.175633	242.318691	229.431178	226.959174	284.060532	247.364093	281.993967	225.349927	248.460461	224.642338	MZ	MZ_constant
aldh2.1	0.70280193	5.00379454	5.3163612	4.80001673	1.54869484	2.49627119	2.811689	3.73657921	2.58859752	1.60902185	0.67879047	1.73819936	2.16015614	0.35643241	4.3107358	3.87926322	6.76895487	2.8759332	MZ	MZ_constant
aldh9a1a.1	127.909951	101.187845	106.574497	120.857564	66.593878	68.6474579	86.2251294	92.5521928	64.3451384	125.289168	126.255027	105.285219	71.2851525	70.217185	98.0692394	75.4693027	106.312409	123.345579	MZ	MZ_constant
aldoaa	37.2485023	58.9335802	72.8217848	98.2289138	46.8832164	66.1511867	38.4264164	53.4618257	45.1155568	75.5167588	13.8020728	90.386367	62.6445279	75.9201035	79.9282262	51.4884028	54.9479866	96.5035363	MZ	MZ_constant
alg2	41.4653139	28.9108129	50.4436133	60.5144967	53.3595767	33.0755933	30.928579	47.4258131	27.7349735	50.3087498	22.4000854	58.60215	55.0839815	42.0590245	45.9811818	44.0825366	46.9845102	33.8721021	MZ	MZ_constant
alg3	182.0257	130.098658	149.105386	176.572044	131.35748	95.4823732	96.5346558	172.457502	97.257307	123.143806	114.263062	114.721158	105.307612	101.93967	151.953437	154.112548	220.986468	181.50334	MZ	MZ_constant
alg5	87.1474394	161.23338	167.279923	127.200443	157.544502	92.3620342	82.1638009	163.259769	57.6887448	101.582913	75.7982689	120.929013	150.67089	120.474155	162.371048	185.146654	170.418393	82.7629665	MZ	MZ_constant
alg6	96.9866664	106.747617	109.170859	80.0574219	113.195514	38.6922035	48.1111229	113.247093	40.6779611	107.48266	100.913516	70.7695456	113.948236	52.7519968	85.316646	130.131648	138.564488	90.4321217	MZ	MZ_constant
alkbh6	2.10840579	2.22390869	3.70908921	4.80001673	3.66055143	2.49627119	4.68614834	5.46115424	5.17719505	4.71979743	4.52526979	3.72471292	2.70019517	3.2078917	4.13112181	3.52660293	5.1762596	5.7518664	MZ	MZ_constant
alkbh7	14.0560386	15.0113836	19.4109002	18.0000627	14.2198344	9.98508478	9.05988679	14.0840293	8.13559222	14.803001	5.43032374	14.6505375	14.0410149	5.70291858	14.5487333	10.5798088	15.9269526	9.90599213	MZ	MZ_constant
alpl	4.21681158	6.67172606	8.03635995	9.9428918	10.559283	6.86474579	6.24819779	9.77259179	5.17719505	4.18345681	1.35758094	1.48988517	2.70019517	1.42572964	1.97575391	2.82128234	5.57443342	9.586444	MZ	MZ_constant
als2b	131.423961	67.8292149	74.6763294	77.3145552	74.1965618	81.7528816	56.54619	101.175068	62.4961402	80.5583606	91.1841862	106.278475	64.264645	99.4446427	77.9524723	82.1698483	138.564488	108.646365	MZ	MZ_constant
alyref	1322.67323	1239.27312	1164.90128	933.946113	977.226442	672.745087	864.438164	1121.54862	522.157101	1136.18396	1759.19863	956.506279	917.526319	770.25044	1060.26139	1147.55659	1175.80728	956.727111	MZ	MZ_constant
ambra1b	208.029371	150.669813	174.821738	169.372019	148.111543	120.445085	149.019517	200.050703	97.257307	151.033518	208.16241	130.613267	113.408197	113.345507	153.390349	176.330146	226.162727	134.529764	MZ	MZ_constant
amd1	43.5737197	44.4781737	35.6072564	40.8001422	44.7713598	27.4589831	31.5533988	52.8869673	21.8181791	42.3709087	50.0042311	42.7100415	41.0429666	39.5639976	48.6753917	60.6575704	64.5041581	38.9848723	MZ	MZ_constant
amdhd2	38.6541062	24.4629955	23.6145346	32.5715421	18.0211763	8.11288138	14.3708549	23.569192	14.4221862	20.917284	19.4586601	19.120193	14.5810539	18.178053	21.912907	25.7442014	21.1032122	30.3570727	MZ	MZ_constant
amfra	56.9269564	60.0455345	67.5054236	52.2858965	41.2515989	44.3088137	39.363646	73.8692968	39.5685621	35.1839445	41.632482	35.0123015	56.1640595	28.5145929	54.4230394	37.381991	55.3461604	52.0863457	MZ	MZ_constant
ammecr1	77.3082124	90.624279	71.4617854	61.88593	78.8426463	36.1959323	53.4220911	92.839622	49.5531526	73.5859326	61.9961961	69.7762888	75.6054648	42.7718893	77.9524723	87.1070924	90.78363	80.5261296	MZ	MZ_constant
amotl2a	37.9513043	49.4819683	51.1854311	49.714459	32.3818011	9.98508478	18.4321835	50.3001048	21.8181791	56.2084966	24.8889838	34.5156731	49.1435521	18.8909178	56.2191794	42.6718954	72.4676344	54.9622789	MZ	MZ_constant
anapc10	37.2485023	35.0265618	44.1381616	37.542988	40.4068562	34.3237289	28.7417098	41.1023713	26.2557749	44.9453437	41.4062185	48.6695822	43.7431618	39.5639976	53.8841975	40.5559337	43.4009459	53.3645383	MZ	MZ_constant
