Gene_ID	RPM_R1_TP1	RPM_R1_TP2	RPM_R1_TP3	RPM_R1_TP4	RPM_R1_TP5	RPM_R1_TP6	RPM_R1_TP7	RPM_R1_TP8	RPM_R1_TP9	RPM_R2_TP1	RPM_R2_TP2	RPM_R2_TP3	RPM_R2_TP4	RPM_R2_TP5	RPM_R2_TP6	RPM_R2_TP7	RPM_R2_TP8	RPM_R2_TP9	classification	sub_classification
zgc:153929	23.8952656	78.9487584	76.0363288	52.6287549	53.3595767	13.1054238	9.37229668	36.2160755	4.43759575	34.6476038	9.50306655	22.5965917	39.4228495	8.55437786	58.1949333	49.372441	29.4648624	18.2142436	M	M_unstable
zgc:154061	57.6297583	21.1271325	27.6945328	53.1430424	29.8475732	18.0979662	23.7431516	18.3954669	7.76579257	44.0871987	28.7354631	41.9650989	24.8417956	36.3561059	26.7624847	21.1596176	19.510517	18.8533399	M	M_unstable
zgc:154077	2.81120772	4.44781737	2.10181722	4.28572922	7.60268375	3.12033899	6.87301756	2.8742917	0.36979965	3.2180437	3.62021583	1.98651356	5.40039034	4.63362134	3.95150781	4.58458381	0.79634763	1.59774067	M	M_unstable
zgc:158254	8.43362317	5.55977172	1.97818091	0.51428751	0.7039522	0.6240678	0	0.86228751	0	3.11077558	6.56164119	0.74494258	0.54003903	0.71286482	0.89806996	0	0.79634763	0	M	M_unstable
zgc:158398	3.51400965	6.11574889	11.4981765	9.08574596	6.89873155	3.12033899	2.49927911	5.74858341	1.10939894	7.93784113	2.48889838	5.21459809	12.9609368	4.99005375	13.6506634	9.52182791	3.98173816	7.34960707	M	M_unstable
zgc:158494	11.2448309	33.9146075	33.3818029	21.7715045	52.3740436	13.1054238	18.1197736	24.1440503	12.2033883	17.4847041	8.59801259	13.1606523	24.8417956	26.7324308	22.8109769	36.3240102	31.8539052	17.2555992	M	M_unstable
zgc:162183	11.9476328	25.5749499	31.6508946	39.2572797	21.5409373	4.99254239	3.74891867	12.9343127	1.47919858	24.349864	8.59801259	9.6842536	20.5214833	4.63362134	32.6897465	22.922919	19.9086908	10.8646365	M	M_unstable
zgc:162198	5.62241545	15.5673608	13.3527212	15.7714835	9.85533078	1.8722034	3.12409889	5.17372506	1.84899823	13.944856	8.59801259	4.9662839	7.56054648	5.70291858	12.7525934	8.11118674	3.98173816	2.8759332	M	M_unstable
zgc:162200	43.5737197	50.0379454	50.5672496	58.2859175	43.222665	19.9701696	28.4292999	28.1680587	12.573188	62.2155115	26.4728282	37.2471292	32.9423811	32.4353494	39.6946921	55.367666	42.6045983	38.345776	M	M_unstable
zgc:162297	4.91961352	6.67172606	11.1272676	8.57145845	10.9816543	5.61661019	8.12265712	5.46115424	4.8073954	6.54335552	2.0363714	7.94605424	8.10058551	7.12864822	6.64571769	3.52660293	6.37078105	6.39096267	M	M_unstable
zgc:162613	15.4616425	21.6831097	26.8290786	28.6286712	23.2304226	31.2033899	14.3708549	22.1320461	16.2711844	19.8446028	8.3717491	30.542646	29.7021469	20.3166474	20.475995	16.5750338	15.5287788	13.4210216	M	M_unstable
zgc:162858	4.21681158	7.22770323	7.78908734	9.60003346	17.4580145	3.12033899	5.31096812	8.33544594	2.21879788	6.22155115	5.43032374	4.46965551	10.8007807	12.4751344	7.18455966	11.2851294	4.77808579	8.30825147	M	M_unstable
zgc:163080	35.8428985	23.9070184	22.6254442	20.5715003	23.371213	16.8498306	21.8686922	25.8686253	10.7241897	33.4676545	62.448723	24.5831053	28.0820298	27.8017281	25.8644148	19.3963161	21.1032122	18.5337917	M	M_unstable
zgc:163143	5.62241545	6.11574889	8.65454149	13.0286168	5.49082715	4.36847459	3.74891867	2.01200419	1.47919858	10.5122761	3.16768885	8.69099682	5.94042937	1.78216205	9.87876954	3.87926322	6.37078105	5.11277013	M	M_unstable
zgc:165514	52.0073429	35.0265618	42.4072533	45.4287298	38.7173709	11.8572882	17.8073637	13.7966002	4.43759575	26.924299	13.5758094	18.1269362	11.3408197	8.91081027	19.2186971	14.459072	5.1762596	7.03005893	M	M_unstable
zgc:165518	18.2728502	26.6869042	37.0908921	42.5144339	35.3384004	23.7145764	21.8686922	25.8686253	12.573188	25.7443496	17.4222887	14.8988517	25.9218736	15.3265937	21.733293	23.9808999	17.5196479	18.5337917	M	M_unstable
zgc:165519	3.51400965	4.44781737	6.55272427	5.48573341	9.85533078	3.12033899	0.31240989	3.16172087	0	5.0416018	2.0363714	3.97302712	9.18066358	6.4157834	6.10687571	10.2271485	6.37078105	0.63909627	M	M_unstable
zgc:165539	18.9756521	32.246676	32.639985	26.7429504	30.2699445	26.2108475	20.9314626	25.293767	21.8181791	15.5538779	18.1010791	29.0527608	23.2216785	23.5245391	25.3255728	19.3963161	18.7141693	10.2255403	M	M_unstable
zgc:171474	66.7661834	65.0493291	66.3926969	103.543218	67.7202015	41.1884747	58.4206493	46.5635256	26.2557749	98.6866735	81.9073831	75.7358295	63.724606	56.3163209	74.3601925	65.9474748	46.5863364	49.8495088	M	M_unstable
zgc:171517	3.51400965	7.22770323	6.18181535	6.85716676	6.33556979	6.86474579	3.12409889	4.88629589	3.69799646	3.75438432	5.65658723	10.4291962	7.56054648	10.3365399	7.18455966	5.99522498	4.37991197	1.59774067	M	M_unstable
zgc:171670	38.6541062	82.2846214	70.472695	44.2287256	72.5070765	46.8050849	58.1082394	49.1503881	21.4483795	48.8069961	34.8445773	41.2201564	105.847651	61.6628071	76.5155604	45.8458381	29.4648624	24.2856581	M	M_unstable
zgc:171750	82.2278259	85.6204844	85.3090518	107.657518	96.4414512	61.1586443	81.2265712	64.096705	38.4591632	120.140298	146.845005	95.8492792	99.3671823	75.9201035	71.6659826	64.1841733	64.1059843	59.7555009	M	M_unstable
zgc:171977	52.7101448	51.705877	50.4436133	52.9716132	45.6161025	17.4738984	25.9300208	36.7909338	22.1879788	46.5543655	82.1336466	31.2875886	38.8828104	26.019566	36.8208683	38.7926322	37.0301649	20.1315324	M	M_unstable
zgc:172139	0.70280193	5.55977172	4.82181597	3.77144172	7.18031243	8.73694918	7.49783734	5.46115424	2.95839717	4.71979743	2.26263489	8.19436843	12.4208978	7.48508063	7.72340164	9.52182791	3.58356434	3.51502947	M	M_unstable
zgc:172218	50.601739	21.1271325	18.6690824	22.4572211	14.6422057	16.2257628	27.1796604	15.8086044	10.3543901	32.6095095	115.620643	30.542646	28.6220688	29.2274577	24.9663448	20.8069573	37.8265125	24.6052063	M	M_unstable
zgc:173544	15.4616425	18.9032238	18.7927187	26.5715212	15.0645771	15.601695	17.8073637	20.4074711	4.8073954	3.11077558	1.58384442	3.97302712	1.6201171	0.71286482	2.87382387	1.41064117	0.39817382	3.19548133	M	M_unstable
zgc:173548	40.0597101	74.500941	84.3199614	104.228935	70.5360103	42.4366103	40.6132856	53.7492548	19.5993813	89.7834192	28.2829362	82.1919985	73.9853477	59.5242126	81.7243662	84.6384703	46.5863364	54.0036345	M	M_unstable
zgc:173556	399.191497	579.88419	687.170594	632.230775	725.493136	413.756951	423.62781	503.288477	232.973777	564.123061	393.698471	565.163108	704.750939	553.539534	653.256087	515.236688	490.151967	315.713556	M	M_unstable
zgc:173570	13.3532367	8.33965757	13.5999938	14.7429085	11.1224447	9.98508478	11.246756	2.58686253	2.95839717	12.2285661	12.4444919	18.8718788	19.4414052	16.0394585	17.6021712	9.8744882	8.36165013	3.51502947	M	M_unstable
zgc:173837	30.923285	38.918402	37.2145284	42.1715756	29.2844115	34.3237289	35.3023175	32.4794962	28.8443724	43.9799306	57.0183993	42.4617273	31.862303	40.6332949	31.7916765	32.0920867	24.2886028	38.6653241	M	M_unstable
zgc:173856	32.3288888	42.254265	38.2036189	45.7715881	45.6161025	22.4664408	38.7388263	28.742917	12.573188	50.6305542	62.6749865	42.2134131	45.3632789	27.4452956	29.6363086	28.2128234	22.6959075	23.0074656	M	M_unstable
zgc:174164	4.21681158	22.2390869	16.6909014	10.8000376	9.29216902	2.49627119	2.811689	6.89830009	0.36979965	12.1212979	3.39395234	3.72471292	10.2607416	4.27718893	8.26224361	5.64256469	5.57443342	3.19548133	M	M_unstable
zgc:174237	75.9026085	87.8443931	78.138146	81.6002844	92.6401094	33.0755933	41.5505153	39.6652255	14.4221862	89.9979555	153.180382	69.7762888	84.2460893	62.7321043	49.0346197	56.7783072	44.9936412	23.3270137	M	M_unstable
zgc:174863	0.70280193	3.33586303	5.19272489	3.94287089	3.51976099	0	0	1.14971668	0	7.72330488	5.20406025	4.7179697	6.48046841	1.78216205	1.61652592	0.70532059	0	0.31954813	M	M_unstable
zgc:174890	4.91961352	1.11195434	2.47272614	2.40000837	2.25264704	2.49627119	1.24963956	2.01200419	2.95839717	5.25613804	2.94142536	8.69099682	7.02050744	3.92075652	5.02919176	5.64256469	1.59269526	1.59774067	M	M_unstable
zgc:175135	33.7344927	46.1461052	57.2436101	66.5145176	38.1542092	53.6698307	44.9870241	32.4794962	23.2973777	46.5543655	37.1072122	59.843721	57.7841766	56.6727533	49.7530757	26.449522	23.4922551	24.6052063	M	M_unstable
zgc:175136	18.9756521	25.0189727	18.0509008	16.2857711	18.584338	10.6091526	14.3708549	19.5451836	6.28659399	25.4225452	31.2243615	22.8449059	27.5419907	19.6037826	21.553679	23.2755793	27.0758195	15.6578585	M	M_unstable
zgc:193711	14.0560386	22.795064	27.3236238	23.6572253	19.9922424	8.11288138	12.4963956	20.6949003	2.21879788	20.3809434	16.5172347	19.3685072	19.9814443	13.1879992	24.2478889	14.1064117	13.9360835	7.03005893	M	M_unstable
zgc:193742	2.81120772	6.11574889	4.45090705	6.00002091	5.35003671	4.99254239	2.18686922	2.01200419	0	2.89623933	6.56164119	1.73819936	5.94042937	0.35643241	3.23305185	2.82128234	3.58356434	2.8759332	M	M_unstable
zgc:194186	1.40560386	4.44781737	6.30545166	8.40002928	6.05398891	5.61661019	4.37373845	4.02400838	2.95839717	4.07618869	3.39395234	9.43593941	7.02050744	4.63362134	5.74764773	4.58458381	4.77808579	5.43231827	M	M_unstable
zgc:194551	60.440966	60.0455345	67.5054236	68.2288093	53.5003671	29.3311865	27.1796604	19.2577544	6.28659399	55.672156	25.7940378	72.5077449	72.3652306	39.92043	48.8550057	30.3287852	25.881298	12.1428291	M	M_unstable
zgc:194930	7.02801931	11.6755206	9.27272302	6.00002091	7.03952199	9.36101698	4.06132856	3.73657921	4.06779611	3.64711619	2.26263489	4.9662839	8.10058551	3.92075652	5.92726172	5.64256469	5.1762596	1.9172888	M	M_unstable
zgc:195245	426.600772	597.119482	783.483277	793.202765	766.744735	257.115933	226.49717	203.787282	77.2881261	574.313532	256.356533	618.798974	725.812462	425.580299	488.909285	377.699174	196.697865	161.371807	M	M_unstable
zgc:198419	3.51400965	9.45161192	11.0036313	13.200046	10.8408639	6.86474579	4.99855823	6.32344175	1.84899823	7.72330488	2.71516187	9.18762521	7.02050744	5.34648616	9.16031357	3.52660293	3.98173816	4.47367387	M	M_unstable
zgc:55413	732.319612	783.371835	862.981423	1042.63221	712.681206	380.057289	574.209376	578.307491	194.884414	1323.58137	1040.13326	780.948143	963.969676	589.89564	1436.91193	984.980198	752.150338	819.001866	M	M_unstable
zgc:55781	24.5980676	47.2580596	43.890889	37.0287005	37.5910474	9.98508478	19.0570032	25.0063378	10.3543901	33.3603864	13.3495459	20.6100782	35.1025372	21.3859447	35.9227983	26.0968617	15.9269526	12.7819253	M	M_unstable
zgc:55888	7.73082124	12.7874749	16.6909014	16.4572002	12.6711396	9.36101698	6.24819779	9.77259179	5.17719505	10.7268123	9.27680306	8.93931102	9.18066358	7.48508063	12.3933654	6.70054557	10.3525192	4.793222	M	M_unstable
zgc:55943	99.0950722	56.1536943	67.258151	108.514664	62.5109553	56.7901697	62.4819779	54.6115424	51.0323512	101.046572	101.592307	119.439128	72.3652306	85.5437786	67.5348608	49.372441	52.9571175	64.2291748	M	M_unstable
zgc:56231	461.740868	582.108099	576.639736	486.85884	427.580566	268.973221	205.253297	235.979349	64.3451384	477.128613	551.404123	338.948876	520.597629	220.27523	437.719297	250.741468	152.500571	106.08998	M	M_unstable
zgc:66014	73.7942027	84.5085301	90.0072315	89.1431679	66.7346684	39.9403391	20.9314626	30.1800629	9.24499116	73.049592	60.6386151	80.4537992	59.9443328	58.098483	65.5591069	54.6623454	36.2338172	17.2555992	M	M_unstable
zgc:66024	16.1644444	18.9032238	18.0509008	25.0286587	12.5303491	14.3535594	10.9343461	14.9463169	6.28659399	19.6300666	17.4222887	17.6303078	14.0410149	11.4058372	23.1702049	15.8697132	11.9452145	12.4623772	M	M_unstable
zgc:66313	25.3008695	27.7988586	25.0981703	19.5429253	19.4290807	9.36101698	6.24819779	19.8326127	6.28659399	18.4501172	19.9111871	17.878622	27.5419907	9.98010751	21.733293	14.1064117	19.510517	10.2255403	M	M_unstable
zgc:66440	61.8465699	90.624279	73.687239	72.1716801	63.9188597	39.3162713	40.9256955	33.6292129	11.8335887	60.928294	46.1577518	56.1190081	61.0244108	35.2868087	75.7971044	47.9617998	36.631991	28.1202357	M	M_unstable
zgc:77112	33.0316907	788.375629	723.766941	407.658564	307.34553	23.0905086	36.551957	343.765288	14.0523866	204.023971	12.4444919	27.0662472	339.684552	18.5344854	457.476837	452.110496	288.676016	160.093615	M	M_unstable
zgc:77118	781.515747	827.850008	913.177763	1101.77527	758.015728	406.892205	620.13363	641.254479	226.687183	1398.56179	1113.21637	853.704202	1029.3144	652.984177	1510.37406	1058.33354	848.906575	891.539292	M	M_unstable
zgc:77784	2.10840579	5.55977172	6.30545166	3.77144172	9.43295946	7.48881358	7.81024723	8.04801677	1.47919858	2.89623933	2.94142536	3.97302712	12.9609368	8.55437786	10.5972255	9.16916762	3.58356434	5.11277013	M	M_unstable
zgc:85858	6.32521738	6.67172606	6.05817904	3.77144172	5.20924627	0.6240678	3.43650878	5.17372506	0.73959929	6.32881928	7.91922212	5.21459809	7.56054648	2.85145929	9.33992756	7.75852644	5.97260723	3.8345776	M	M_unstable
zgc:91860	4.21681158	18.9032238	10.0145409	13.200046	12.6711396	1.8722034	1.87445934	10.6348793	2.21879788	7.61603676	4.2990063	5.46291229	11.8808587	7.48508063	9.33992756	10.9324691	7.96347631	7.34960707	M	M_unstable
zgc:92591	35.8428985	32.246676	28.5599869	20.7429294	18.3027572	14.3535594	7.81024723	5.74858341	3.32819682	27.4606396	42.7637995	23.5898485	34.5624982	24.2374039	19.5779251	9.16916762	4.77808579	4.15412573	M	M_unstable
zmiz1a	4.91961352	10.5635663	8.65454149	8.57145845	9.15137858	3.74440679	0.93722967	6.32344175	0.73959929	6.86515989	6.10911421	3.72471292	6.48046841	2.85145929	6.64571769	8.11118674	7.5653025	1.9172888	M	M_unstable
znf296	3.51400965	2.77988586	6.30545166	3.08572504	4.50529407	0.6240678	1.56204945	3.73657921	0.73959929	3.86165244	4.75153327	5.95954068	3.78027324	7.84151304	4.66996378	3.87926322	3.98173816	1.9172888	M	M_unstable
znf423	13.3532367	26.1309271	28.4363506	31.7143963	25.4830696	11.2332204	13.4336252	14.9463169	5.54699469	16.4120229	9.95559353	18.1269362	25.9218736	14.9701613	25.1459588	22.922919	19.510517	12.7819253	M	M_unstable
ZNF423	8.43362317	18.3472467	23.1199894	27.9429545	16.331691	9.36101698	12.8088055	10.9223085	4.8073954	14.1593923	7.69295863	14.6505375	17.8212881	12.118702	22.092521	16.9276941	15.5287788	11.5037328	M	M_unstable
znf438	25.3008695	26.1309271	30.4145315	35.6572671	29.143621	6.86474579	6.56060767	3.44915004	1.47919858	33.5749226	23.0788759	25.8246763	23.2216785	13.1879992	15.4468033	13.7537514	6.37078105	3.8345776	M	M_unstable
znf45l	4.21681158	7.7836804	9.51999564	4.45715839	8.58821683	6.24067799	3.43650878	4.02400838	2.95839717	6.32881928	6.56164119	9.18762521	10.8007807	6.05935099	9.87876954	5.28990439	5.97260723	2.23683693	M	M_unstable
ZNF462	7.73082124	3.33586303	6.18181535	5.31430424	6.61715067	5.61661019	4.99855823	3.16172087	1.10939894	6.75789177	8.82427608	7.94605424	8.10058551	7.12864822	4.66996378	4.58458381	2.78721671	3.8345776	M	M_unstable
zp2.3	83.6334298	69.4971464	65.4036064	69.6002426	55.0490619	52.4216951	90.286458	59.2104091	46.5947554	87.3162524	134.174249	89.8897386	70.7451135	100.870372	64.840651	41.6139146	54.9479866	54.0036345	M	M_unstable
zp2l1	31.6260869	42.8102422	38.5745278	35.1429796	25.0606983	17.4738984	24.0555615	12.6468835	7.39599292	37.8656475	50.6830216	41.9650989	39.9628885	34.9303763	27.8401687	21.8649382	24.6867766	17.8946955	M	M_unstable
zp3	134.235169	242.962024	262.974425	236.572253	381.682882	235.27356	220.248972	264.147407	116.486889	240.173328	177.616839	243.596225	341.30467	297.264631	292.411578	371.703949	286.685147	163.289096	M	M_unstable
zp3.1	176.403285	230.730526	256.916246	256.972324	239.343748	163.505763	190.570032	161.822623	94.2989098	261.090612	238.481718	264.702932	298.641586	225.978149	266.547163	181.620051	181.56726	148.589882	M	M_unstable
zp3.2	327.5057	398.079655	468.334331	454.801585	562.176226	371.32034	358.021733	390.616242	213.004596	500.083991	436.236007	499.856474	587.562469	484.035214	482.083953	525.111176	451.927281	247.010707	M	M_unstable
zp3b	75.1998066	98.9639365	112.756312	95.6574763	62.6517457	34.9477967	44.0497944	54.8989715	18.859782	71.4405701	43.2163264	77.9706572	66.9648402	53.1084292	75.4378765	52.8990439	60.52242	42.4999017	M	M_unstable
zp3c	72.3885989	118.979115	138.472664	100.457493	86.3045396	66.7752545	61.8571581	89.390472	44.7457572	106.195442	85.9801259	103.547019	124.749017	94.0981565	101.302291	64.8894939	98.3489325	56.5600196	M	M_unstable
zpcx	19.6784541	16.6793151	21.5127174	27.428667	13.9382535	13.7294916	16.2453142	17.8206086	8.13559222	25.4225452	21.0425045	18.8718788	25.9218736	21.7423771	19.0390831	10.5798088	23.4922551	20.7706287	M	M_unstable
zswim7	26.7064734	21.6831097	28.0654417	34.2858338	17.598805	8.73694918	9.99711646	12.6468835	7.02619328	26.4952265	22.4000854	28.3078182	32.402342	14.9701613	29.6363086	15.8697132	19.510517	11.5037328	M	M_unstable
zufsp	80.822222	31.1347216	38.2036189	50.4001757	25.4830696	19.9701696	18.7445934	10.060021	6.65639363	68.1152583	53.17192	32.0325311	15.121093	27.0888632	23.3498189	11.99045	8.75982394	10.2255403	M	M_unstable
zyg11	33.0316907	56.1536943	72.079967	76.114551	63.6372788	52.4216951	55.2965504	50.3001048	30.323571	67.3643814	38.6910567	69.7762888	76.6855428	64.8706988	74.1805785	58.8942689	51.3644222	52.725442	M	M_unstable
zyx	234.735845	231.286503	213.519902	208.629299	197.388197	161.63356	118.403348	187.403819	88.7519151	214.643515	286.449577	193.188444	239.777331	179.641935	231.702049	154.465208	150.111528	155.619941	M	M_unstable
march6	215.057391	133.434521	160.109018	180.343486	171.623546	224.664408	176.823997	199.475844	151.987655	178.386889	220.380639	189.960359	156.071281	175.008314	186.439323	182.678032	188.336215	185.018369	MZ	MZ_constant
march8	82.2278259	92.8481877	88.2763232	83.3145761	102.777021	55.5420341	57.4834196	113.821951	40.6779611	54.1704023	70.5942087	35.7572441	70.7451135	34.5739439	68.6125448	85.3437909	60.52242	47.2931237	MZ	MZ_constant
sept15	63.9549757	53.3738085	62.9308803	72.1716801	48.5727017	60.5345765	67.1681262	86.2287511	60.2773423	49.7724092	54.9820279	72.2594307	49.6835911	58.8113478	82.2632081	61.0102307	92.3763252	88.8343811	MZ	MZ_constant
sept2	86.4446375	64.4933519	72.3272396	98.2289138	50.9661392	39.9403391	62.4819779	89.390472	46.5947554	71.7623745	65.6164119	59.5954068	54.0039034	58.8113478	108.127623	81.817188	91.9781514	106.409528	MZ	MZ_constant
sept6	73.7942027	50.0379454	49.2072502	64.971655	41.9555511	39.3162713	44.0497944	69.8452884	36.2403653	55.7794241	59.7335612	50.90441	39.4228495	42.7718893	71.8455966	63.4788527	61.3187676	78.6088408	MZ	MZ_constant
aagab	43.5737197	91.1802561	103.359953	79.3717052	70.8175912	43.6847459	48.1111229	92.5521928	34.0215675	67.9007221	25.5677743	63.3201197	87.4863235	49.1876727	82.9816641	73.0006806	105.516061	73.8156188	MZ	MZ_constant
aamp	6.32521738	11.1195434	16.9381741	14.228621	18.1619667	26.2108475	19.681823	16.6708919	10.3543901	12.7649067	6.10911421	13.4089665	15.661132	17.8216205	16.3448732	16.9276941	12.7415621	15.0187623	MZ	MZ_constant
aars	72.3885989	113.419343	141.810844	141.257635	138.819374	97.3545766	106.219362	137.966002	91.7103123	116.814986	51.1355486	135.827865	123.1289	128.315668	142.433895	135.774213	185.150824	144.435756	MZ	MZ_constant
aatf	61.8465699	74.500941	79.3745091	76.2859802	64.341231	76.7603392	71.8542745	91.6899053	69.1525338	74.3368095	55.8870818	88.3998534	90.7265577	78.058698	90.7050657	52.1937234	71.273113	86.5975441	MZ	MZ_constant
abat	79.4166182	100.631868	83.2072346	84.3431511	79.9689698	76.1362714	75.9156031	107.785939	66.933736	88.4962017	89.8266052	78.2189714	84.2460893	74.1379415	89.2681538	91.6916762	96.3580634	77.3306483	MZ	MZ_constant
abcb6a	116.665121	85.6204844	122.399944	129.600452	91.9361572	74.8881358	93.098147	139.403148	68.7827342	88.4962017	92.9942941	91.6279379	77.2255819	70.217185	137.763932	124.841744	165.640307	146.353045	MZ	MZ_constant
abce1	77.3082124	60.0455345	68.7417867	91.0288887	77.5755323	80.504746	88.4119987	94.8516262	73.5901296	82.2746506	63.1275135	95.8492792	68.0449183	93.0288593	63.762967	72.29536	88.3945871	103.214047	MZ	MZ_constant
abcf1	84.3362317	62.8254204	90.8726856	99.428918	68.0017824	69.2715257	56.8585998	82.4921719	83.2049204	93.0014629	52.719393	108.264989	83.7060503	95.8803186	88.3700839	69.826738	95.1635419	106.729077	MZ	MZ_constant
abcf2a	62.5493718	119.535092	138.719936	122.400427	101.228326	83.625085	94.6601964	153.199748	97.257307	106.409978	60.1860881	81.9436843	111.78808	79.8408601	131.297828	134.363572	142.9444	147.950786	MZ	MZ_constant
abcf3	5.62241545	23.3510412	15.3309021	8.22860011	9.99612122	4.99254239	6.56060767	13.7966002	2.95839717	4.93433367	3.39395234	5.95954068	18.3613272	3.92075652	19.7575391	20.8069573	8.36165013	13.7405697	MZ	MZ_constant
abhd10b	172.186473	177.912695	160.109018	198.172119	157.966873	135.422712	166.202061	195.164407	126.471479	146.206452	227.394807	135.082922	145.2705	142.929397	200.269601	188.673257	211.032122	148.589882	MZ	MZ_constant
abhd14a	43.5737197	55.5977172	44.7563431	40.4572839	44.0674076	28.7071187	29.9913494	43.9766631	26.2557749	38.4019882	47.5153327	34.5156731	35.1025372	39.5639976	42.74813	45.1405175	56.142508	39.3044204	MZ	MZ_constant
abhd16a	21.0840579	50.0379454	52.4217942	47.8287381	38.5765805	19.3461018	18.1197736	36.7909338	12.573188	37.436575	21.9475585	36.2538725	35.6425762	23.8809715	41.4908321	38.7926322	36.631991	27.4811395	MZ	MZ_constant
abhd17ab	9.1364251	8.89563475	9.64363195	10.9714668	8.02505507	6.24067799	8.7474769	8.91030428	8.87519151	11.4776892	7.01416817	7.20111165	7.02050744	7.48508063	8.26224361	8.11118674	8.36165013	10.5450884	MZ	MZ_constant
abhd17c	182.0257	160.677403	173.214466	169.886306	193.727645	141.66339	118.090938	219.883315	107.981497	154.787902	157.705652	161.900855	177.132803	135.800749	197.755005	203.484989	219.393772	152.104911	MZ	MZ_constant
abhd18	57.6297583	46.7020824	46.1163425	48.1715965	29.7067828	33.0755933	28.4292999	47.7132423	34.7611667	46.5543655	29.6405171	37.4954434	27.0019517	31.0096198	44.0054279	40.2032734	57.3370294	43.7780943	MZ	MZ_constant
abhd4	7.73082124	17.2352923	26.0872608	17.6572044	19.2882902	15.601695	9.99711646	17.2457502	11.0939894	12.5503704	5.43032374	13.1606523	11.3408197	14.9701613	20.296381	15.5170529	24.6867766	10.8646365	MZ	MZ_constant
abi2b	447.68483	408.643221	352.85802	369.087001	580.338193	294.560001	404.883216	428.844322	269.214142	450.526118	539.185895	408.228536	426.630837	454.807756	367.130999	583.652785	554.257951	435.224558	MZ	MZ_constant
abl2	61.8465699	75.0569182	61.9417898	60.0002091	65.0451832	27.4589831	45.2994339	87.9533261	37.3497643	70.1533527	90.7316592	44.4482409	65.3447231	46.3362134	78.8505423	99.4502026	130.202838	86.277996	MZ	MZ_constant
abracl	212.948985	214.607188	231.199894	252.858024	236.527939	160.385424	167.451701	233.392486	115.00769	216.574341	218.344267	185.987332	199.274404	161.10745	228.828225	203.484989	256.025763	193.326621	MZ	MZ_constant
abraxas2	84.3362317	67.2732378	62.6836076	59.3144925	60.2583082	56.7901697	75.2907833	83.6418885	51.0323512	71.7623745	71.2729991	69.5279746	61.5644499	65.939996	68.7921588	81.4645277	62.1151152	61.0336935	MZ	MZ_constant
abt1	27.4092753	32.246676	49.0836139	42.0001464	31.6778489	28.7071187	23.7431516	40.527513	23.2973777	30.3568789	8.14548561	39.2336428	48.6035131	35.2868087	53.3453555	35.6186896	53.3552913	40.9021611	MZ	MZ_constant
acaa2	147.588405	128.430727	160.603563	175.886327	177.114373	136.670848	125.901185	165.846631	99.8459045	171.199925	142.093471	161.652541	139.330071	138.295775	162.730276	176.682807	212.624818	167.76277	MZ	MZ_constant
acacb	5.62241545	6.11574889	5.56363381	5.48573341	6.33556979	3.12033899	2.811689	7.18572926	2.95839717	5.79247866	2.0363714	3.47639873	5.40039034	3.92075652	5.92726172	5.99522498	8.75982394	8.6277996	MZ	MZ_constant
acadsb	37.9513043	60.6015117	53.163612	51.0858924	56.3161759	34.9477967	41.5505153	50.8749631	33.2819682	43.7653943	42.537536	47.6763254	66.9648402	50.9698348	55.1414954	51.4884028	51.762596	41.5412573	MZ	MZ_constant
acadvl	92.7698549	88.9563475	86.174506	101.14321	73.7741904	53.0457629	51.8600416	89.390472	56.5793459	77.7693894	54.3032374	87.1582824	76.6855428	59.1677802	103.816887	81.4645277	109.099625	84.3607072	MZ	MZ_constant
acap1	11.9476328	15.5673608	12.8581759	9.9428918	10.9816543	3.12033899	7.49783734	9.77259179	5.17719505	17.6992403	6.10911421	16.3887369	14.0410149	12.4751344	14.7283473	12.6957705	15.9269526	13.1014735	MZ	MZ_constant
acat2	17.5700483	17.7912695	22.0072626	26.5715212	14.6422057	11.8572882	21.5562824	27.5932003	26.2557749	31.322292	17.8748157	21.1067066	20.5214833	18.5344854	28.0197827	25.0388808	25.4831242	30.3570727	MZ	MZ_constant
acbd3	402.705506	300.227673	317.3744	348.344071	357.326136	272.717628	315.846398	300.938341	141.263465	363.746206	315.185041	346.646616	347.245099	327.917818	318.096379	350.191671	367.116258	255.958055	MZ	MZ_constant
acin1a	224.193816	168.461083	174.07992	174.000607	135.581193	141.039323	116.841299	167.858635	120.554685	152.213467	219.023058	156.437943	125.289056	146.493721	184.822797	160.460433	174.001957	173.195088	MZ	MZ_constant
acin1b	193.973333	202.931668	223.163534	243.42942	186.265752	185.348136	151.206386	313.010366	223.358986	174.847041	126.028764	203.121011	192.253896	161.10745	252.537272	216.53342	257.220285	278.326424	MZ	MZ_constant
aco2	117.367922	81.1726671	73.1926937	90.3431721	65.7491354	53.6698307	61.8571581	88.2407553	64.3451384	101.904717	135.758094	85.1717689	66.9648402	59.1677802	84.418576	76.1746233	105.117887	114.398232	MZ	MZ_constant
acot9.1	21.0840579	30.0227673	25.7163519	25.371517	31.6778489	3.74440679	15.6204945	29.8926337	5.17719505	16.6265591	12.6707554	14.1539091	16.7412101	10.3365399	30.7139926	32.0920867	34.641122	13.7405697	MZ	MZ_constant
