Ensembl_Gene_ID	FPKM_(+)4SUTP_512cell_rep1	FPKM_(+)4SUTP_256cell_rep1	FPKM_(+)4SUTP_128cell_rep1	FPKM_(+)4SUTP_512cell_rep2	FPKM_(+)4SUTP_256cell_rep2	FPKM_(+)4SUTP_128cell_rep2	FPKM_(-)4SUTP_128cell	FPKM_(-)4SUTP_256cell	FPKM_(-)4SUTP_512cell
ENSDARG00000003682	0.332485	0.554651	0.271698	0.254996	0.28838	0.187103	0.388167	0.453466	0.396607
ENSDARG00000003693	2.65747	2.08237	1.53088	1.63102	1.66348	1.39722	1.19247	1.25288	0.235179
ENSDARG00000003695	14.7152	13.6014	12.6403	2.1744	3.62945	3.77488	6.56535	2.56552	2.27832
ENSDARG00000003699	1.57729	1.46961	1.51163	1.35172	1.43856	1.5031	2.46653	1.81694	1.30237
ENSDARG00000003701	28.4273	25.8842	34.2882	27.7851	32.6509	39.6585	41.3912	18.8259	8.04444
ENSDARG00000003705	0.616977	0.195435	0.220516	0.11367	0.136179	0.380764	0.399624	0.208703	0.0428395
ENSDARG00000003749	2.51013	1.35631	0.631809	0.943173	1.16654	1.10109	1.41437	0.29546	0.30723
ENSDARG00000003750	1.02468	2.009	1.84253	0.620759	0.865271	0.982153	0.835878	0.665037	0.377379
ENSDARG00000003751	6.94352	5.13107	5.718	2.71924	2.04143	2.3774	9.20692	5.78502	3.50803
ENSDARG00000003754	6.02992	2.702	0.420307	2.73656	1.09383	0.784449	0.749067	0.453437	0.169295
ENSDARG00000003769	4.76792	4.25143	2.35518	1.98889	2.88246	3.50461	2.61674	1.28264	1.44953
ENSDARG00000003776	3.19777	5.13199	4.98516	2.04363	1.8872	2.78563	3.48011	1.86646	1.09505
ENSDARG00000003789	4.02221	4.72503	4.54213	2.53532	3.41316	3.66227	5.80252	2.90133	2.4902
ENSDARG00000003795	1.69747	1.81418	1.88795	0.563866	1.1647	1.55139	1.61976	1.31163	0.457916
ENSDARG00000003811	7.9693	9.27281	7.34477	4.75457	5.98207	6.71695	9.4505	4.78148	3.46801
ENSDARG00000003813	10.1456	7.38541	3.40674	9.32142	9.00807	9.19065	10.8156	5.33103	2.84515
ENSDARG00000003818	0.370769	0.626407	0.356772	0.335506	0.249299	0.408742	0.651689	0.0625666	0.0181426
ENSDARG00000003829	3.04917	3.94898	4.89481	1.47613	1.67125	2.73515	4.26747	1.864	1.00788
ENSDARG00000003835	0.378826	0.476386	0.723136	0.5954	0.599111	0.55702	1.27919	0.542595	0.435979
ENSDARG00000003836	1.94443	3.17211	2.53258	1.45634	1.83363	1.51456	3.96492	1.4003	1.10708
ENSDARG00000003845	3.04611	4.47835	3.05386	0.915259	1.11023	1.59752	2.08502	0.874242	0.692073
ENSDARG00000003854	0.566547	0.275317	0.626155	0.550473	0.0434556	0.339426	1.5491	0.399924	0.248435
ENSDARG00000003860	52.7204	39.2571	48.9938	24.6758	17.5026	32.5467	26.1664	10.5228	6.21518
ENSDARG00000003866	4.58289	4.62193	4.3173	1.947	1.93892	1.80886	3.04909	0.914253	0.803087
ENSDARG00000003872	3.59488	5.00596	4.92929	1.69168	3.12948	2.90174	7.66143	4.17248	2.0505
ENSDARG00000003877	0.409507	0.533785	0.102185	0.0723397	0.0843576	0.0857699	0.464233	0.0669358	0.0785221
ENSDARG00000003882	0.977172	1.06753	0.387592	0.336857	0.472973	0.50791	0.925942	0.423493	0.402059
ENSDARG00000003904	2.07822	3.39071	2.55759	0.654789	1.29257	1.49757	2.63793	1.68273	0.561568
ENSDARG00000003910	18.6344	24.093	20.5972	5.50593	6.75539	7.72102	16.255	14.8403	9.70924
ENSDARG00000003920	29.3137	28.9828	26.084	18.5294	13.3064	17.3532	15.1234	5.76251	3.76685
ENSDARG00000003927	2.35763	3.42852	2.3964	1.18185	1.12154	1.66829	4.85896	2.43124	1.3912
ENSDARG00000003931	1.85462	1.26849	1.10939	1.30138	1.37077	1.59029	1.61617	0.638669	0.426253
ENSDARG00000003933	12.9257	17.9253	22.9174	5.0694	8.83305	9.97259	20.1825	10.609	5.92688
ENSDARG00000003934	4.48434	4.16352	5.16599	1.65111	1.07528	1.19116	2.70827	1.04036	0.88208
ENSDARG00000003938	4.31094	4.56035	6.4979	1.71191	2.92384	4.17419	3.88826	1.47608	0.916651
ENSDARG00000003940	1.43216	0.817931	0.929153	0.742438	0.561271	0.742733	0.762799	0.327326	0.337829
ENSDARG00000003941	3.47654	2.602	2.35497	1.84289	1.26578	1.41517	3.07472	0.874789	0.585734
ENSDARG00000003952	22.0121	27.8998	22.6348	10.4392	11.9946	14.3766	34.4472	12.1683	6.94547
ENSDARG00000003961	0.633296	0.52615	0.289542	0.402532	0.157592	0.0402624	0.49217	0	0.0264742
ENSDARG00000003968	3.36248	2.71562	8.74888	2.61394	4.12512	1.75144	4.2957	4.34223	3.1026
ENSDARG00000003969	2.487	3.2843	2.9666	1.6321	2.10858	2.32806	2.20045	1.04088	0.677787
ENSDARG00000003973	2.95579	4.54786	2.32731	1.1135	1.39349	1.10813	2.90326	1.26997	1.25202
ENSDARG00000003974	5.1667	5.91977	3.2442	1.09336	2.18398	1.1853	2.09164	0.605444	0.434723
ENSDARG00000003984	2.77673	3.07743	2.67463	1.78679	2.22812	2.26054	4.00274	2.14677	1.28309
ENSDARG00000004037	1.3066	1.79218	1.58266	0.584103	0.952437	0.965585	1.63922	0.974957	0.178477
ENSDARG00000004046	5.26862	6.74508	5.72776	1.56752	0.877062	1.70218	2.16994	0.745196	0.642713
ENSDARG00000004049	4.22583	1.56894	0.855139	1.002	0.351309	0.0882306	0.275909	0.08587	0.081975
ENSDARG00000004055	2.95088	3.48357	3.11679	1.48533	2.04181	1.37559	4.14526	2.78517	1.69116
ENSDARG00000004059	1.67097	1.20741	1.17425	0.560055	0.94354	0.427143	1.01521	0.522263	0.401336
ENSDARG00000004078	1.62543	1.77169	1.85895	0.866114	1.47297	1.29334	2.47398	0.928332	0.34879
ENSDARG00000004094	1.60633	2.74297	2.15364	1.071	1.16153	1.43293	3.78026	1.81841	1.24017
ENSDARG00000004115	1.827	2.07305	2.56858	0.585143	0.555306	0.572695	1.31519	0.729651	0.239783
ENSDARG00000004131	1.74945	1.46578	2.65814	1.53433	1.11438	1.85119	3.29672	2.82581	1.50626
ENSDARG00000004132	8.1637	11.5797	10.4867	3.04565	4.42075	4.66445	7.12832	3.18571	2.15904
ENSDARG00000004151	0.830448	1.03915	0.887915	1.42825	0.944371	1.87496	1.01096	0.297866	0.556394
ENSDARG00000004154	3.26754	2.40831	4.73896	0.944501	1.15608	1.16981	1.15478	0.722128	0.253883
ENSDARG00000004160	17.4491	18.014	14.3823	4.68321	3.86223	5.05361	4.16949	1.63423	1.40431
ENSDARG00000004161	3.15886	4.27577	2.99234	2.04644	2.00615	2.02602	2.29129	0.877213	0.951232
ENSDARG00000004169	6.47594	5.58102	4.11724	2.07205	1.81981	2.21473	3.60069	1.67235	0.967319
ENSDARG00000004171	1.60959	1.32251	0.628735	0.733934	0.419886	0.478004	1.30098	0.528059	0.210452
ENSDARG00000004173	4.23559	5.62296	5.3217	2.27574	1.71054	3.17271	4.03828	2.95644	1.33048
ENSDARG00000004174	14.1555	14.4643	12.652	4.59124	12.1696	9.25745	11.0681	10.7405	7.79327
ENSDARG00000004177	4.4817	5.37592	4.71723	2.57276	2.97172	3.38123	2.61858	1.29122	1.07214
ENSDARG00000004184	1.0407	1.38627	1.41679	0.726895	0.833987	0.994972	1.19674	0.661935	0.334899
ENSDARG00000004189	20.2114	21.8517	19.5347	7.47866	6.70758	11.2013	13.7623	4.74287	2.89136
ENSDARG00000004211	1.5972	0.639063	1.37312	0.590191	1.04422	1.10691	1.35825	0.876011	0.315575
ENSDARG00000004251	1.18365	0.876605	1.49191	0.995056	0.962637	0.922854	1.5154	0.333793	0.178803
ENSDARG00000004256	78.0891	34.3672	1.49298	14.2083	7.24832	0.502666	0.0520951	0.0470392	0.297741
ENSDARG00000004261	6.73139	7.84155	7.58872	2.99858	3.55255	5.10495	5.49831	1.87898	1.3728
ENSDARG00000004270	5.14629	3.59036	7.17547	3.88658	5.42209	5.4325	5.53702	2.75414	0.875594
ENSDARG00000004280	1.71067	1.6834	1.63653	1.06396	0.925704	1.35105	1.49387	0.510927	0.397538
ENSDARG00000004297	0.722706	0.99149	0.59543	0.30084	0.386336	0.528694	0.961703	0.555973	0.207104
ENSDARG00000004306	2.93805	2.44445	3.35049	2.43505	3.03558	3.46503	3.72112	1.89794	1.45966
ENSDARG00000004311	0.755924	1.33749	0.314419	0.437085	0.492167	0.557714	2.12826	1.26349	0.73195
ENSDARG00000004336	0.532809	0.634073	0.308944	0.467234	0.789329	0.532016	0.981607	1.03426	0.52846
ENSDARG00000004342	27.7886	20.2706	13.8629	10.7396	8.12137	6.89595	17.1732	9.84445	4.12762
ENSDARG00000004392	0.658015	1.24602	1.60214	0.365248	0.770508	0.788021	2.13472	0.763915	0.338974
ENSDARG00000004396	1.97504	2.38634	2.37022	0.383435	0.75466	0.984905	1.65631	0.295819	0.40494
ENSDARG00000004405	1.82276	1.70676	1.05061	3.9535	4.25558	5.47423	5.73213	3.08502	2.17848
ENSDARG00000004427	6.06971	11.437	2.73394	0.279783	0.543547	0.796449	1.40928	0.338404	0
ENSDARG00000004452	45.3328	25.0673	14.4031	14.4278	8.8685	5.6463	7.45224	5.51922	2.31946
ENSDARG00000004460	11.1304	15.4006	14.4273	4.41196	4.49225	6.11449	7.762	6.0411	2.94611
ENSDARG00000004470	9.24145	9.60152	9.43593	1.77707	1.76877	2.1614	1.87489	0.855879	0.636581
ENSDARG00000004492	1.25615	2.11597	2.54019	0.267468	0.569594	0.682704	1.55623	0.486853	0.49026
ENSDARG00000004502	2.45217	2.1091	1.75958	2.33099	0.82754	1.49832	5.40364	3.45208	2.43917
ENSDARG00000004517	2.38155	1.30705	1.72584	2.76558	0.63046	1.57494	1.13941	2.69705	0.886546
ENSDARG00000004525	6.67727	5.88625	5.20476	1.59207	0.760439	1.26345	1.51324	0.979068	0.626064
ENSDARG00000004529	22.4183	26.3688	17.3405	7.21765	6.23148	6.81408	9.31228	4.13088	1.95388
ENSDARG00000004537	19.3842	22.9661	17.8471	8.81839	9.77819	11.2634	18.1837	12.5046	7.68119
ENSDARG00000004574	8.79899	12.4724	9.57323	3.8815	2.27588	6.15594	10.1724	3.77036	3.29887
ENSDARG00000004576	3.07331	3.53926	3.35658	1.58372	2.2206	1.87277	4.45187	2.48723	1.578
ENSDARG00000004581	5.68608	6.03249	6.65906	2.95146	2.51559	3.49964	1.87009	0.820916	0.255251
ENSDARG00000004594	3.90497	3.26993	2.39457	1.76517	1.45553	2.01332	3.28757	1.23405	0.988032
ENSDARG00000004632	2.56251	3.28924	3.30548	0.845161	0.974534	1.05234	1.24246	0.659899	0.414202
ENSDARG00000004634	1.47468	1.82128	2.08772	0.752039	0.916684	1.00647	1.61348	1.33051	1.23883
ENSDARG00000004636	38.0496	47.9539	33.4797	7.69575	8.19588	9.61131	14.7662	8.13493	3.78941
ENSDARG00000004647	1.17011	1.14735	0.775404	0.847046	0.792581	1.0371	2.20492	1.06418	0.355757
ENSDARG00000004665	46.8802	50.6685	30.3064	18.3941	21.8012	21.1979	35.9174	24.372	13.8868
ENSDARG00000004672	5.12905	5.36719	10.2707	3.86995	5.8501	7.3428	16.1631	9.82452	8.81336
ENSDARG00000004680	1.2662	1.151	1.25494	1.28131	1.33026	1.56615	1.06862	0.79465	0.19264
ENSDARG00000004692	4.91178	3.94249	4.15463	2.30576	2.17345	3.61844	4.77015	1.94439	0.748508
ENSDARG00000004696	0.896938	0.462883	1.16702	0.166238	0.260094	0.410106	0.90753	0.3535	0.0931227
ENSDARG00000004702	1.14821	1.49483	2.40941	2.02772	1.19748	0.907594	1.0806	1.04811	0.790424
ENSDARG00000004706	34.845	22.7435	12.7203	8.7502	5.09345	2.86789	4.73171	3.13486	1.01735
ENSDARG00000004713	8.24207	5.94456	5.59478	1.70903	2.45936	2.60201	5.57453	2.47888	0.478545
ENSDARG00000004722	1.75673	1.72107	1.40475	0.873916	0.786786	1.30489	1.80397	1.31057	0.755273
ENSDARG00000004726	1.1868	1.46834	1.02471	1.0269	0.736786	0.987108	1.25905	0.366124	0.327077
ENSDARG00000004727	13.7915	11.1939	9.24766	3.06339	2.28635	5.4184	3.55469	1.06239	0.649832
ENSDARG00000004729	2.53087	3.16413	4.41291	0.641266	0.859893	1.18034	3.60024	1.54535	0.355977
ENSDARG00000004735	99.5731	87.1836	53.1667	29.6635	21.3172	21.0736	28.6392	11.159	7.3524
ENSDARG00000004745	5.71095	7.3338	6.75235	2.63374	4.45195	3.21146	9.44978	4.87993	3.46706
ENSDARG00000004754	4.43496	5.38728	5.21821	2.42461	2.7596	2.83845	4.9753	2.65814	1.33875
ENSDARG00000004757	24.6327	9.7882	4.47679	8.85495	4.81771	3.42678	7.1151	5.02107	1.92101
ENSDARG00000004774	2.80985	3.56105	4.0819	1.44841	1.65267	2.84569	2.8382	1.6078	0.746481
ENSDARG00000004780	0.915288	0.297828	0.417029	0.242849	0.196997	0.0971567	0.149815	0.0971328	0.122685
ENSDARG00000004785	1.365	1.69554	1.64975	1.85136	2.19539	1.98113	2.86925	1.58542	0.776523
ENSDARG00000004789	0.141377	0.13923	0.197962	0.13458	0.126622	0.164444	0.11089	0.0405803	0.00950823
ENSDARG00000004796	1.46982	1.71649	2.46552	0.966561	1.21128	1.58802	2.58905	0.991031	0.989808
ENSDARG00000004806	37.9795	37.4167	33.5365	9.49092	7.86097	10.5205	13.9539	6.04933	4.37888
ENSDARG00000004823	2.62558	4.58714	1.78614	1.14379	1.4469	1.64587	1.25655	0.654411	0.549415
ENSDARG00000004836	13.3246	18.2391	14.7571	19.0788	31.1605	36.2053	49.6547	27.4571	29.1017
ENSDARG00000004840	2.14532	0.545862	0.144688	0.717289	4.38169e-08	0	0	0	0
ENSDARG00000004843	6.4339	6.45047	5.00348	1.21049	2.34609	3.82804	13.6485	11.8091	6.12015
ENSDARG00000004851	1.20458	1.9082	1.70898	1.21512	0.708635	1.3049	0.876926	0.555283	0.136614
ENSDARG00000004864	1.24933	3.21703	2.45642	0.200316	0.559549	0.276212	1.28609	1.38844	0.455938
ENSDARG00000004866	1.46765	0.916851	1.87698	0.923739	0.74362	1.12391	1.8058	0.773591	0.277127
ENSDARG00000004870	3.70048	4.45917	5.73951	1.00311	1.0099	1.26663	2.1141	1.25126	0.683612
ENSDARG00000004875	1.01349	0.610166	0.865301	0.326626	0.328944	0.327955	0.668521	0.488719	0.535617
ENSDARG00000004877	5.80679	9.66587	7.53405	3.93302	3.85688	4.99563	8.9172	3.25329	2.22297
ENSDARG00000004880	0.725477	0.113435	0	0.232826	0.0246814	0	0.0227353	0.0196101	0
ENSDARG00000004889	0.887428	0.704454	2.10958	0.181062	0.676883	0.872921	0.731606	0.163272	0.0759711
ENSDARG00000004891	5.41268	3.59118	7.28769	2.13038	1.77531	1.83516	2.98092	1.35064	0.838668
ENSDARG00000004896	1.3151	0.855608	0.941286	0.195395	0.257297	0.19765	0.399874	0.314494	0.0592677
ENSDARG00000004906	13.2022	11.5029	10.4214	4.87364	5.30726	5.38198	14.7936	5.67375	4.17373
ENSDARG00000004909	22.8222	24.4892	14.9813	8.33297	8.45157	9.56442	20.0267	14.9754	7.60183
ENSDARG00000004926	14.7265	8.99063	6.01331	5.23554	6.33308	5.19549	4.86329	2.03359	0.754783
ENSDARG00000004937	4.50642	2.96421	5.83519	4.77534	5.14134	5.56193	7.40191	5.19507	3.04828
ENSDARG00000004939	1.37656	2.07507	1.44162	0.461397	0.846567	0.577109	1.16729	0.673052	0.480544
ENSDARG00000004956	7.29788	8.30956	6.37673	4.36164	3.86513	4.90511	4.06869	1.52265	0.78507
ENSDARG00000004958	1.90501	2.26372	2.16153	1.13646	1.25019	1.34461	1.52416	0.834672	0.592031
ENSDARG00000005015	2.83536	3.70046	3.61849	1.12354	0.885262	1.22402	1.72929	0.950987	0.458098
ENSDARG00000005026	3.44765	4.06615	3.69133	2.22274	2.71707	3.46283	7.13442	3.35255	1.43741
ENSDARG00000005033	1.33156	1.16876	1.35862	0.858489	0.431656	0.929515	0.974134	0.391565	0.19939
ENSDARG00000005039	7.56422	8.40365	12.3939	4.14822	5.16083	5.32852	10.8252	7.15982	1.95596
ENSDARG00000005049	3.03711	3.74703	3.79352	0.896833	1.81219	2.40725	2.94622	1.40517	0.782639
ENSDARG00000005057	2.8669	0.814769	0	1.15386	0.25572	0.0651534	0	0	0
ENSDARG00000005058	53.4206	21.8927	9.5804	16.9569	9.81972	7.24407	10.2834	4.55009	3.27288
ENSDARG00000005078	2.36589	2.46879	2.2103	0.891872	1.12181	1.45017	1.28787	0.788189	0.574468
ENSDARG00000005098	5.48769	5.27821	5.69587	2.26187	2.82434	3.46401	4.28584	3.38088	1.6185
ENSDARG00000005104	1.65004	1.1108	0.749872	0.627566	0.650432	0.810963	1.11076	0.583748	0.454261
ENSDARG00000005108	15.9901	24.0111	23.786	4.86239	5.90134	6.96762	10.2971	5.65648	3.21998
ENSDARG00000005115	5.9265	6.97166	7.4981	2.89045	2.68669	3.50329	6.88582	2.85767	3.60819
ENSDARG00000005122	48.3013	61.6841	51.3502	7.78071	10.018	12.9221	16.4525	8.16515	5.12308
ENSDARG00000005134	4.2495	3.73299	2.84924	2.20499	2.55022	1.58037	2.42112	1.28438	0.739512
ENSDARG00000005162	14.6452	16.928	15.0839	5.58392	7.22773	8.08795	9.38697	4.73066	3.31696
ENSDARG00000005172	11.6694	9.21608	5.54468	5.1685	2.71806	4.77233	3.65072	1.32753	0.989349
ENSDARG00000005191	5.86698	5.49966	6.09121	1.52909	2.309	2.26003	5.70023	2.15283	1.25687
ENSDARG00000005210	0.438286	0.841284	0.754611	0.311265	0.602443	0.417919	0.943913	0.499308	0.476073
ENSDARG00000005230	31.8868	35.3684	28.262	14.7134	15.0596	17.644	20.5587	12.5562	6.12273
ENSDARG00000005236	16.9395	20.6344	15.8374	8.59721	10.9962	11.0332	17.4787	11.843	6.01966
ENSDARG00000005246	1.04236	1.84931	3.31376	1.10677	0.995632	0.821783	1.91716	1.06015	0.270772
ENSDARG00000005254	5.06534	4.85821	4.10749	1.99993	2.95014	3.56264	9.13232	3.00187	1.8863
ENSDARG00000005273	0.38257	0.724509	0.873342	0.395532	0.417284	0.574012	0.937502	0.272104	0.256874
ENSDARG00000005274	1.3567	1.18543	1.13037	1.46188	0.841809	0.368823	2.30835	0.589086	0.853463
ENSDARG00000005315	26.4037	33.5505	29.5979	8.51853	10.3849	11.1871	21.8348	9.12648	5.77016
ENSDARG00000005318	3.6772	4.20278	4.57546	2.23603	2.80557	3.58757	6.20348	1.98423	1.99074
ENSDARG00000005333	3.982	5.05125	5.60095	1.67142	2.93843	3.17441	3.84363	2.6073	1.15315
ENSDARG00000005350	6.95885	9.51592	6.67571	3.49859	4.61078	5.04013	6.01315	3.28549	2.03696
ENSDARG00000005355	6.45247	8.65741	8.81249	2.46452	3.34442	4.13364	10.3877	6.19289	5.04433
ENSDARG00000005359	5.58537	5.29108	5.62548	2.98439	3.32018	3.90709	4.57603	2.88603	1.85216
ENSDARG00000005382	4.20537	3.28098	2.78128	2.28198	3.06073	3.95041	4.81242	3.40292	1.28151
ENSDARG00000005416	0.487503	0.259499	0.547625	0.127494	0.262493	0.334022	0.415175	0.396398	0.109159
ENSDARG00000005423	4.41257	3.72692	8.06379	1.66286	1.63644	3.81655	2.62237	2.56343	0.988852
ENSDARG00000005425	8.08186	8.00445	4.75678	5.16398	4.65701	4.54499	11.8195	6.22672	5.19338
ENSDARG00000005446	16.5799	22.0276	22.0063	11.5537	13.5542	15.4636	26.6469	16.7099	10.4916
ENSDARG00000005448	2.20503	3.30291	1.32855	1.25428	1.38224	1.34506	1.65819	1.1949	0.431092
ENSDARG00000005451	4.12095	3.66453	4.16231	2.41168	2.45719	2.27624	4.16743	2.65136	1.19969
ENSDARG00000005454	14.944	18.6283	12.5102	11.6847	16.0449	18.1908	37.6888	19.7166	10.1313
ENSDARG00000005456	1.89737	1.99703	1.43989	1.1542	1.5823	1.95611	1.70407	1.35857	0.520772
ENSDARG00000005458	5.56851	6.69923	4.84226	3.31284	3.51151	3.66022	6.76749	3.03803	2.31383
ENSDARG00000005462	3.09225	4.9983	3.54644	2.24365	3.26698	3.37219	8.09636	5.08143	3.95745
ENSDARG00000005463	1.12417	0.470709	0.369568	0.141993	0.0334401	0.199588	0.314393	0.154651	0
ENSDARG00000005468	2.76061	2.91371	2.52486	1.07799	1.2643	1.53909	4.08517	2.83106	1.62288
ENSDARG00000005476	1.3138	1.78814	1.38917	0.917579	1.34937	1.25779	3.46347	1.71043	0.769621
ENSDARG00000005482	1.55708	1.46103	1.21045	0.515286	0.838865	0.912249	1.89831	1.42337	0.801691
ENSDARG00000005513	105.347	53.5804	18.3713	17.0099	11.4052	11.4726	10.9886	6.04911	2.76798
ENSDARG00000005526	1.98581	0.709374	0.0837607	0.654634	0.0493823	0.0167095	0.149524	0.0695072	0.0250112
ENSDARG00000005536	5.62096	4.36978	4.24562	2.25381	1.40681	3.28327	3.229	1.15685	0.516524
ENSDARG00000005540	6.55909	8.70837	5.24474	2.74649	3.29093	3.07948	4.28172	2.0841	2.18021
ENSDARG00000005544	1.87633	4.72973	2.62711	0.811184	2.24951	2.78038	6.47348	1.72983	1.31352
ENSDARG00000005547	0.257236	1.03735	0.740085	0.346813	0.550606	0.518908	1.72287	0.949343	0.680702
ENSDARG00000005549	0.792675	0.913227	1.20879	0.384327	0.404331	0.852085	1.34006	0.946654	0.384347
ENSDARG00000005551	22.6025	24.0921	17.4648	6.07281	5.48981	6.61866	6.79208	4.04125	1.89671
ENSDARG00000005560	1.48257	1.74896	1.84402	0.576298	1.25526	1.19867	3.90025	2.15929	0.710003
ENSDARG00000005567	4.05498	6.13408	4.76715	1.04992	0.899747	1.49208	3.52979	2.07753	1.29452
ENSDARG00000005576	44.9228	44.1163	45.3461	14.4181	14.2735	17.0526	22.6085	11.5816	7.92289
ENSDARG00000005578	0.351677	0.401813	0.179708	0.292039	0	0.163808	1.2603	0.888091	0.24577
ENSDARG00000005586	2.13669	2.37525	2.24366	0.743611	2.05459	2.03834	7.63986	4.86246	4.04417
ENSDARG00000005590	4.39135	5.14093	4.65004	3.84027	3.97242	4.22955	7.18248	3.81756	4.45823
ENSDARG00000005600	2.45693	2.71549	2.07675	0.423903	1.1064	1.12105	1.33421	1.18631	0.299032
ENSDARG00000005606	7.21371	9.38064	7.31847	4.33478	4.83023	4.97709	11.4035	6.76622	3.36984
ENSDARG00000005612	54.2629	58.8768	59.5053	26.1131	26.7751	33.5762	15.5605	8.62528	6.20132
ENSDARG00000005619	6.19397	6.19422	6.22909	3.06819	2.39984	3.65142	7.22453	3.27394	1.73259
ENSDARG00000005620	1.83594	1.9672	2.07889	0.430264	0.868236	0.779037	1.16882	0.703489	0.19425
ENSDARG00000005625	5.7752	4.48084	4.2485	2.55438	3.18755	2.94166	4.4182	2.50764	1.44582
ENSDARG00000005640	2.74925	2.36425	3.11497	1.29646	0.701003	0.471236	0.869733	0.417958	0.448508
ENSDARG00000005642	1.96649	2.07692	1.5968	1.02217	1.04882	1.40406	2.4814	1.01007	0.766041
ENSDARG00000005643	2.28111	2.47029	0.658557	0.502615	0.344942	0.23737	1.38714	0.713658	0.392404
ENSDARG00000005645	0.326022	0.502476	0.308328	0.112849	0.229706	0.229431	0.288901	0.214991	0.253412
ENSDARG00000005651	4.08674	2.75314	3.20207	3.21749	2.63439	2.63057	3.07786	0.756336	0.507099
ENSDARG00000005652	1.41882	0.797523	1.22901	0.443223	0.372829	1.17033	1.39784	1.16704	0.836692
ENSDARG00000005670	0.69941	0.749584	0.762716	0.434942	0.624783	0.265419	0.604979	0.864656	0.427978
ENSDARG00000005673	2.09215	2.57648	1.00356	0.248348	0.477553	0.555406	1.84953	0.724409	0.485775
ENSDARG00000005675	42.3447	50.4815	37.2534	16.7141	21.6278	23.2529	32.4668	17.3761	8.66527
ENSDARG00000005679	2.21729	3.38563	2.6218	2.0868	2.05569	2.17569	4.31294	2.67263	1.93776
ENSDARG00000005699	13.7437	11.8769	11.0282	4.51943	3.74538	4.55784	6.76428	2.88906	1.74521
ENSDARG00000005738	2.28357	2.43782	3.30713	0.698236	1.17996	0.570742	1.56873	0.486315	0.360378
ENSDARG00000005772	10.6686	8.20601	8.05131	3.65901	3.73438	3.71285	2.99554	1.54422	0.603007
ENSDARG00000005774	44.9538	53.1666	41.7995	17.3723	22.4807	20.4461	46.7101	34.1216	24.351
ENSDARG00000005785	37.2936	15.2597	9.12337	21.362	13.4412	7.77692	8.68859	9.71001	7.42823
ENSDARG00000005786	1.22144	1.36258	0.555591	0.607888	0.860828	1.59127	1.67628	1.16833	1.63709
ENSDARG00000005791	5.68681	1.93653	1.31887	1.69214	1.25558	2.50102	8.23425	2.38893	1.33218
ENSDARG00000005799	1.90642	2.28496	1.44818	1.51731	2.14957	1.1654	5.79173	3.01069	1.81733
ENSDARG00000005823	2.06249	2.37405	1.57061	1.1658	1.90801	2.1356	2.87186	2.00528	1.57538
ENSDARG00000005827	18.4895	15.1237	13.476	8.29001	9.02992	10.2571	9.06013	3.35588	1.9021
ENSDARG00000005828	2.01195	1.90184	1.75271	0.877498	0.533564	0.660328	0.320415	0.227209	0.620355
ENSDARG00000005834	0.661025	1.0379	0.995636	0.824886	1.11264	1.71323	3.79751	2.87724	5.99183
ENSDARG00000005840	4.02729	4.52583	6.28613	2.70825	3.44938	3.45095	5.33964	2.50309	1.75222
ENSDARG00000005861	2.37027	4.13937	2.89357	1.39407	2.03369	2.34779	3.95844	2.62105	1.74264
ENSDARG00000005867	7.82342	9.70861	7.73584	2.92708	3.32098	3.79183	5.27077	3.79633	2.17441
ENSDARG00000005870	1.02276	1.24681	0.599285	0.148707	0.555486	0.213281	0.65513	0.704238	0
ENSDARG00000005872	1.50823	2.34516	1.14875	0.601816	0.841553	0.858455	1.27382	0.694645	0.491306
ENSDARG00000005891	0.195398	0.31479	0.2352	0.126318	0.242079	0.979341	1.04514	0.291485	0.129733
ENSDARG00000005926	4.47767	3.63155	5.01301	1.54486	1.77208	2.62448	1.40549	1.14108	1.11215
ENSDARG00000005927	1.7722	1.97612	1.82842	0.905122	1.27461	1.5894	1.75749	1.31505	1.17388
ENSDARG00000005941	8.90495	11.7959	10.6329	3.27001	3.65715	4.86455	7.93007	4.31263	2.09247
ENSDARG00000005944	8.1744	10.4271	9.36916	1.97898	3.22804	3.08214	7.92825	4.36267	2.22216
ENSDARG00000005945	9.03863	9.96181	6.58664	4.21289	4.25369	4.50728	6.3362	3.50659	1.47919
ENSDARG00000005948	1.28995	0.237683	1.01925	0.509132	0.470292	0.337877	1.00237	0.247325	0.105209
