Ensembl_Gene_ID	FPKM_(+)4SUTP_512cell_rep1	FPKM_(+)4SUTP_256cell_rep1	FPKM_(+)4SUTP_128cell_rep1	FPKM_(+)4SUTP_512cell_rep2	FPKM_(+)4SUTP_256cell_rep2	FPKM_(+)4SUTP_128cell_rep2	FPKM_(-)4SUTP_128cell	FPKM_(-)4SUTP_256cell	FPKM_(-)4SUTP_512cell
ENSDARG00000008494	7.38201	8.59191	9.03026	2.67657	3.47899	4.75733	7.13463	2.7842	1.51101
ENSDARG00000008502	3.19815	3.65854	2.29879	1.65443	0.895651	0.874964	4.51985	1.39809	0.675969
ENSDARG00000008503	1.12713	2.66384	1.43896	0.591671	0.831864	0.912866	2.78734	1.81823	0.839976
ENSDARG00000008541	7.01066	9.99782	8.17199	2.78043	2.35605	3.79418	5.68457	3.1474	0.63346
ENSDARG00000008551	15.493	14.3592	14.6276	5.18286	3.90552	4.78326	4.72044	1.18472	0.609202
ENSDARG00000008560	0.368247	1.00095	1.64758	0.674897	0.658676	0.531148	1.22621	0.984357	0.481525
ENSDARG00000008573	3.7345	5.01639	2.0231	0.943759	1.19277	1.04988	0.781396	1.06256	0.635397
ENSDARG00000008575	1.37606	1.53736	1.27165	0.931595	1.56826	1.81607	10.36021	6.35185	2.05448
ENSDARG00000008592	1.00561	0.598514	0.960588	0.999539	1.18244	0.358165	0.967164	0.436734	0.134638
ENSDARG00000008593	1.28886	3.3259	1.64102	0.830094	1.52648	1.12023	2.86947	1.91219	1.11461
ENSDARG00000008623	3.07933	3.3139	1.37136	1.36861	2.09109	0.938109	5.07189	0.787919	0.381623
ENSDARG00000008660	0.405458	0.836848	0.720854	0.253136	0.457709	0.497188	0.605024	0.213366	0.163186
ENSDARG00000008678	3.38899	3.02753	3.25734	1.96007	2.14812	3.46469	4.71656	1.76091	0.997076
ENSDARG00000008680	22.0154	25.8426	15.9769	6.46948	4.76612	4.02083	16.8842	10.8119	6.34697
ENSDARG00000008703	0.833629	0.313789	0.46371	0.776421	0.728347	1.38827	0.989097	0.918316	0.499485
ENSDARG00000008706	222.532	241.331	260.996	77.0442	66.1967	104.065	85.0392	44.5883	28.3279
ENSDARG00000008727	2.09719	2.19896	2.83576	1.64418	0.650874	1.22271	1.37372	1.14926	0.851355
ENSDARG00000008732	11.7058	14.5601	14.8797	4.59958	5.01072	7.74272	5.61942	3.81392	1.61544
ENSDARG00000008735	1.16502	1.40094	2.72532	2.25655	1.61928	2.92209	2.80911	1.09084	0.709705
ENSDARG00000008740	13.7695	8.18286	9.262	3.822	2.80525	2.66136	5.96885	2.20486	0.839632
ENSDARG00000008748	21.3415	23.5618	18.3948	7.67164	7.97287	9.21128	16.0871	8.30849	4.17394
ENSDARG00000008757	0.953131	1.22837	1.09748	1.32815	1.45867	1.62488	1.92723	1.08639	0.242289
ENSDARG00000008765	4.25143	4.65534	5.56958	3.72901	4.02466	5.14619	10.6258	3.5942	3.55311
ENSDARG00000008784	8.96203	10.0919	7.399	4.89247	5.57078	4.89564	10.4257	4.10639	3.4757
ENSDARG00000008785	6.02875	5.47642	6.30173	1.41891	2.00552	2.30851	2.48813	0.772428	0.472276
ENSDARG00000008796	58.2432	21.2531	0.730261	43.0372	13.6061	0.875561	0.209531	0.179974	0.0554229
ENSDARG00000008803	33.7	39.1918	37.1267	13.3736	13.9093	18.1588	24.6847	8.47269	4.416
ENSDARG00000008805	1.01497	0.831327	1.49816	0.377243	0.625403	0.671446	1.06433	0.519872	0.224981
ENSDARG00000008807	21.032	26.4265	29.4885	6.53194	4.9828	7.06336	5.88305	2.66885	2.22305
ENSDARG00000008808	1.844	2.99897	4.68156	0.412631	0.769668	1.27793	1.54617	0.542354	0.927747
ENSDARG00000008816	0.826689	0.991065	1.01556	0.541827	0.719338	0.817203	0.872627	0.612679	0.316233
ENSDARG00000008818	4.19892	2.97968	1.3086	2.70987	0.739061	1.15605	3.51249	3.19496	2.24193
ENSDARG00000008840	1.66031	0.703564	0.318408	0.173624	0.298077	0.283731	0.520699	0.227884	0.20611
ENSDARG00000008859	39.7923	48.3186	42.5959	13.0594	17.4203	19.6129	31.2038	17.1972	13.0448
ENSDARG00000008867	1.83201	1.31491	1.32013	0.755331	0.846833	0.787084	1.5916	0.441854	0.331787
ENSDARG00000008884	1.59453	1.75815	1.04778	1.31922	0.861892	0.988438	1.60585	0.698369	0.314984
ENSDARG00000008887	4.84783	1.53272	0.32904	1.84587	1.084	0.410975	0.823425	0.495512	0.277078
ENSDARG00000008904	3.90148	5.22316	4.77604	2.14736	2.63728	2.94245	3.6484	2.33629	1.66024
ENSDARG00000008906	0.626207	0.804805	0.223705	0.287306	0.138743	0.407519	0.583314	0.262177	0.151566
ENSDARG00000008936	12.5784	11.368	4.36872	10.5526	9.63122	6.6568	2.62845	1.84497	0.935759
ENSDARG00000008937	2.81625	4.21098	4.11102	1.20878	1.43051	1.49896	3.50875	2.45574	1.29935
ENSDARG00000008947	15.5657	16.8218	15.7805	9.86305	10.2735	13.7785	11.4994	5.8031	3.33822
ENSDARG00000008953	0.442989	1.10503	0.865707	0.460206	0.973981	0.421839	1.35025	0.185379	0.347124
ENSDARG00000008966	9.11426	8.70435	7.23595	4.54308	5.98211	7.34305	8.04137	4.83109	5.83024
ENSDARG00000008976	27.9215	33.1986	22.6055	7.5759	8.87717	8.37372	8.5683	5.18862	3.94263
ENSDARG00000008979	6.23435	7.31024	4.48958	2.96476	3.82567	3.59882	5.09333	3.37622	1.68034
ENSDARG00000009001	30.339	28.8105	29.7155	7.89928	6.9818	7.5131	7.05269	3.66042	2.13519
ENSDARG00000009017	2.42744	2.26935	2.24853	0.675143	0.735391	1.45175	1.48706	0.810691	0.718616
ENSDARG00000009023	3.12235	5.40047	4.35657	3.15248	3.71815	3.76336	5.82759	3.73327	2.45837
ENSDARG00000009031	12.183	15.3776	11.4566	8.60494	10.4188	13.75	15.8243	9.13956	6.10353
ENSDARG00000009040	17.639	1.6225	0	8.81741	1.32106	0.355677	0	0	0
ENSDARG00000009106	1.45922	2.81746	2.55989	1.7406	1.81287	2.89108	2.21697	1.50718	0.39817
ENSDARG00000009133	1.81007	1.54617	1.9912	0.685125	1.02017	1.82558	1.42831	0.824446	0.416401
ENSDARG00000009136	4.59139	3.79059	3.20188	1.83572	1.79155	1.78853	3.96724	2.61785	1.33065
ENSDARG00000009142	10.9415	15.0132	12.9906	5.46534	6.52598	7.53189	13.7435	9.08618	4.20807
ENSDARG00000009169	3.75775	2.87731	2.98549	2.17835	1.09521	2.04985	4.89657	0.96534	0.673269
ENSDARG00000009170	4.44843	5.38035	4.91974	1.09544	2.36669	2.07193	3.13277	1.91212	0.835759
ENSDARG00000009208	7.37627	9.69104	8.56685	3.21054	2.93198	5.22288	6.73214	2.72838	0.996034
ENSDARG00000009212	23.8902	36.1978	29.4615	19.0191	20.3527	22.6643	21.0329	11.4397	7.9448
ENSDARG00000009214	5.2666	5.92346	5.42601	1.28536	1.4356	2.17854	2.47495	1.43963	0.957529
ENSDARG00000009217	15.1621	13.0996	9.23761	7.41094	7.7396	8.31217	11.3128	4.133	4.03007
ENSDARG00000009250	2.20656	2.27179	2.32255	0.926536	1.12195	1.54475	1.05547	0.48303	0.384393
ENSDARG00000009257	0.732613	0.227711	0.0674936	0.257274	0.372923	0.150415	0.325623	0.257998	0.248374
ENSDARG00000009266	1.14648	1.24851	1.59516	0.65733	0.521393	0.632471	0.937676	0.332802	0.190628
ENSDARG00000009273	4.85883	4.03782	4.13691	1.96371	1.64213	1.72359	2.09241	0.898949	0.826681
ENSDARG00000009299	2.19606	1.94133	2.29057	1.02788	0.806114	1.28522	2.73562	1.11783	0.876168
ENSDARG00000009315	1.50384	1.03885	1.52244	0.397671	0.542057	0.689052	0.604748	0.340097	0.182837
ENSDARG00000009336	15.787	19.0564	16.8421	6.24545	7.74099	9.1154	10.3596	4.31902	1.38175
ENSDARG00000009342	6.1291	7.07898	5.80512	2.01608	2.99569	3.87829	4.48089	2.32837	1.3919
ENSDARG00000009346	5.08447	6.1712	4.92484	1.82895	2.359	2.61843	6.92844	3.70581	1.5723
ENSDARG00000009350	6.72467	7.41318	5.11808	3.18263	3.22719	4.30152	3.71965	1.20228	0.928077
ENSDARG00000009436	4.89229	5.66417	4.6994	1.63129	2.95616	2.67828	5.37646	3.89451	2.66969
ENSDARG00000009447	5.4245	3.73576	4.39406	1.62707	3.05758	1.13203	7.63264	2.41992	1.6317
ENSDARG00000009470	1.50916	0.426908	0.186973	0.159398	0.0820002	1.68397e-09	0.0551662	5.80446e-10	1.15695e-08
ENSDARG00000009480	1.24812	1.27001	2.27984	0.40624	1.50956	1.31284	2.36261	1.51616	3.40361
ENSDARG00000009484	4.35855	3.41346	3.53505	1.94549	2.39618	1.7305	3.0221	1.08089	0.729625
ENSDARG00000009488	3.84807	3.39791	2.42447	1.25596	1.5229	0.969445	2.7892	0.753937	0.398449
ENSDARG00000009493	0.588636	0.816977	0.404605	0.306512	0.514885	0.406716	1.04644	0.753769	0.572801
ENSDARG00000009494	4.34527	6.29174	3.96575	3.44952	4.09922	2.51076	4.13254	1.80311	0.904257
ENSDARG00000009499	0.506431	0.212113	0.344673	0.136934	0.182328	0.188208	0.117668	0.055654	0.0298588
ENSDARG00000009505	38.4783	40.1588	31.7982	7.78688	6.9931	8.56197	20.8958	11.47	6.28902
ENSDARG00000009524	2.11683	1.54214	1.7884	1.063	0.848672	1.10152	1.47388	0.828466	0.682085
ENSDARG00000009525	2.60996	1.56711	1.89934	1.08781	1.54666	3.67599	2.19719	0.744569	0.159153
ENSDARG00000009534	2.12031	2.49472	2.8177	1.80238	1.89856	1.35334	2.67575	1.27279	0.504761
ENSDARG00000009549	19.711	27.4507	25.5011	8.15877	13.3489	10.616	13.2844	8.87942	4.98526
ENSDARG00000009557	5.81736	7.47079	10.2324	2.55921	3.02768	5.31568	3.43579	1.18768	0.764745
ENSDARG00000009563	0.357799	0.13287	0.512774	0.228398	0.208523	0.166467	0.407377	0.283722	0.212154
ENSDARG00000009585	1.12509	0.856916	0.443714	0.379892	0.294491	1.13442	0.289525	0.245476	0.120487
ENSDARG00000009607	5.69632	8.10003	7.75668	1.54386	1.80509	2.50015	3.1021	0.986984	0.993993
ENSDARG00000009610	3.63129	1.75588	2.01207	1.35978	1.30781	1.23522	2.354	1.82159	1.52255
ENSDARG00000009629	3.95089	9.48692	5.96434	2.64826	2.64774	3.14821	8.49006	3.8201	2.83135
ENSDARG00000009640	4.2425	5.04001	5.02307	1.158	1.6772	1.58517	2.17069	0.691666	0.650998
ENSDARG00000009657	1.87711	3.33777	1.14836	0.393616	0.193302	0.321094	0.971156	0.114286	0.156867
ENSDARG00000009677	2.2201	2.53211	2.59728	1.86745	2.3137	2.35729	2.79594	2.11666	2.10988
ENSDARG00000009681	6.2456	19.7046	29.3089	2.84848	10.6305	9.84038	12.7688	10.3282	6.81811
ENSDARG00000009693	4.65794	6.32621	6.79473	2.4603	2.29598	3.24314	4.58458	2.54789	2.19832
ENSDARG00000009724	0.846105	1.13043	0.579613	0.639826	0.48257	1.10112	1.25587	0.783324	0.273937
ENSDARG00000009733	1.40224	1.41042	1.26788	0.46994	0.499031	0.79307	1.6634	1.06868	0.501375
ENSDARG00000009735	19.2355	24.5967	19.4103	12.0153	13.9852	13.8642	27.316	13.777	8.50022
ENSDARG00000009737	7.18491	2.56012	0.625544	3.0546	0.56027	0.387206	0.89821	0.245529	0.158353
ENSDARG00000009740	5.89119	7.81886	9.93385	2.74026	4.31659	4.65977	6.5638	3.21939	1.92971
ENSDARG00000009745	5.98057	6.98774	6.12548	2.03251	3.03926	3.2398	4.15603	2.19798	1.49133
ENSDARG00000009753	2.65672	2.59836	1.43719	0.383324	0.948924	0.745049	2.14411	0.174458	0.156601
ENSDARG00000009754	6.59248	7.82643	6.60725	3.2047	3.26165	4.59453	9.31223	5.51973	2.21289
ENSDARG00000009764	1.16273	2.10887	1.50564	0.346571	0.504835	1.06909	1.23016	0.412979	0.428891
ENSDARG00000009771	5.03003	5.52705	7.79845	0.965483	1.34863	1.32006	2.41794	0.809929	0.423478
ENSDARG00000009779	2.70285	4.24275	5.32252	1.01989	1.25496	1.83198	1.95081	1.99626	0.69439
ENSDARG00000009783	6.21904	7.87714	7.074	1.73708	2.57869	3.59282	5.07156	3.10183	0.977988
ENSDARG00000009793	7.9105	5.92168	5.18198	3.19998	3.09079	3.88091	11.3765	9.57172	5.56542
ENSDARG00000009796	2.63123	3.50199	2.50501	0.854395	1.42532	1.12432	2.09825	1.12453	1.00202
ENSDARG00000009802	11.6233	8.4609	6.13058	4.86985	4.52675	4.77405	1.85205	1.59861	2.26297
ENSDARG00000009806	2.56407	2.07717	0.817831	0.194352	0.369206	0.747351	0.753695	0.528568	0.248642
ENSDARG00000009823	0.718369	0.112572	0	0	0	0	0	0	0
ENSDARG00000009830	8.71356	7.62849	6.58797	4.21455	5.09444	5.04318	7.63052	3.62872	2.37125
ENSDARG00000009850	2.72017	4.88801	5.73491	0.978676	1.57849	2.29626	1.7906	1.56416	0.510083
ENSDARG00000009851	2.39791	3.6784	3.63962	0.446074	0.520299	0.733813	0.700146	0.697112	0.142198
ENSDARG00000009862	3.85535	7.84856	8.86318	1.9196	0.698891	1.40701	2.08864	1.35741	0.980651
ENSDARG00000009868	3.52901	4.48014	2.51586	2.00276	1.73388	1.12181	1.81786	1.08104	0.472357
ENSDARG00000009870	5.19232	5.99658	6.42011	1.39378	2.42066	1.57825	3.61957	2.92119	1.42643
ENSDARG00000009871	174.359	229.723	199.297	18.1773	18.5489	21.4427	17.0719	11.7357	5.99782
ENSDARG00000009881	15.1796	4.20552	0.0879032	6.75136	1.32989	0.0723966	0	0	0.0715415
ENSDARG00000009886	0.336419	0.327406	0.103255	0.493697	0.288482	0.471468	2.35248	0.754655	0.839604
ENSDARG00000009905	2.21103	0.347347	0	0.671201	0	0	0	0	0
ENSDARG00000009933	5.15646	3.61379	3.99399	1.80457	1.63905	2.37568	2.55084	1.17299	1.44911
ENSDARG00000009939	3.1697	0.561515	0.388905	0.311887	0.121093	0.0883686	0.107446	0.0949653	0
ENSDARG00000009942	71.5853	53.18	45.2862	18.8027	15.6782	15.7023	22.4649	10.1933	6.68047
ENSDARG00000009946	8.81284	11.29	11.541	3.38739	5.26775	6.2212	13.2643	6.77066	3.42711
ENSDARG00000009950	5.63937	2.23243	1.22074	1.2733	0.998092	0.426276	1.64251	0.24074	0.433079
ENSDARG00000009953	12.0932	15.2572	13.3974	5.9948	8.32086	9.84359	14.3666	8.8861	6.26549
ENSDARG00000009958	9.29471	10.6138	8.96349	4.53566	5.5505	4.85759	16.716	9.18228	6.95028
ENSDARG00000009961	4.09507	3.6582	3.27569	1.02934	1.1012	1.92448	3.00609	2.40605	2.13824
ENSDARG00000009982	0.498099	0.190081	0.354679	0.356411	0.671955	0.469685	1.15189	0.483504	0.727022
ENSDARG00000010002	6.07254	7.62256	8.3476	3.66513	3.93724	4.32562	10.0588	7.41021	3.87146
ENSDARG00000010010	1.37283	0.46128	0.615231	0.227862	0.419838	0.420223	0.398021	0.256029	0.503055
ENSDARG00000010018	1.16679	1.90028	1.70226	0.129901	0.913096	0.779472	2.55399	1.05129	0.546619
ENSDARG00000010025	4.40842	7.38155	6.36352	2.51845	3.69414	3.27908	4.73822	3.73391	1.75425
ENSDARG00000010031	0.573752	1.40506	1.19916	0.541161	0.701559	1.0694	1.62836	0.870026	0.625199
ENSDARG00000010052	7.04641	8.44412	10.0874	3.29883	2.12888	4.32004	4.12862	2.23229	1.27583
ENSDARG00000010098	2.19369	3.94394	2.61628	1.39237	1.61755	2.37788	4.73724	1.5726	0.976647
ENSDARG00000010124	2.44509	0.226305	0	0.9198	0.297469	0	0	0	0
ENSDARG00000010145	1.35734	0.120324	0.057856	0.280197	0.152469	0.0603607	0.310319	0.0794694	0.0493891
ENSDARG00000010149	8.93418	14.1829	11.1842	4.32852	5.48106	4.62016	8.26523	6.43401	5.54742
ENSDARG00000010158	0.486043	0.545361	0.587313	0.275065	0.483506	0.489193	0.791737	0.574382	0.291874
ENSDARG00000010160	4.9537	1.33175	0.936662	1.26071	0	0	1.66899	0.44391	0.252489
ENSDARG00000010181	1.22856	1.6571	1.83462	0.824991	0.816158	1.12135	1.90212	1.42929	0.962737
ENSDARG00000010191	1.06776	2.15735	0.623299	0.520934	0.45283	0.589895	3.22156	0.531014	0.665969
ENSDARG00000010194	7.75625	9.568	8.20399	4.31634	4.14104	3.61609	8.05721	5.37788	2.71639
ENSDARG00000010207	0.360598	0.122788	0.371666	0.322367	0.353015	0.132684	0.817893	0.115399	0.281162
ENSDARG00000010246	132.877	157.586	166.135	22.2999	23.0767	40.28	28.7885	11.4755	4.98972
ENSDARG00000010255	5.11822	6.84606	5.6221	2.55169	3.66627	2.86046	6.44835	2.63254	1.02178
ENSDARG00000010266	28.3558	45.035	36.1545	8.34164	12.1788	13.4778	39.2342	16.9152	12.5652
ENSDARG00000010267	1.94049	1.75087	1.54262	0.698126	1.13174	0.659775	0.985641	0.526825	0.403671
ENSDARG00000010279	1.67082	1.65378	2.12213	0.516772	0.731315	0.915883	1.86055	0.551111	0.296727
ENSDARG00000010280	14.7862	4.82352	4.21483	2.39037	8.489	3.16944	25.2405	12.2119	6.63917
ENSDARG00000010281	5.06217	10.9803	5.66347	2.40921	3.77598	3.70842	5.24632	2.69164	2.07801
ENSDARG00000010290	3.88996	6.03488	0.926536	0.853545	1.22326	1.11058	2.03645	0.758753	0.713011
ENSDARG00000010297	1.19576	1.07692	2.20594	0.740354	0.628128	0.899122	1.23772	1.20549	0.689827
ENSDARG00000010300	8.11937	12.2661	9.83066	3.04378	2.12857	3.33809	6.37904	5.98921	5.23183
ENSDARG00000010301	10.7347	14.2643	13.1411	5.35133	7.79635	8.80361	20.9538	13.7439	8.94848
ENSDARG00000010316	1.91769	2.05196	1.53107	1.17026	0.661196	1.21494	1.50695	0.428143	0.223378
ENSDARG00000010331	0.456708	0.682402	0.364288	0.255809	0.584912	0.906166	1.18077	0.773225	0.558794
ENSDARG00000010332	25.0183	30.194	29.3083	7.0329	8.54622	9.94639	15.3187	7.19655	4.18529
ENSDARG00000010381	5.32986	5.99186	6.18886	3.31045	2.78887	4.80578	6.67607	3.62477	1.1039
ENSDARG00000010385	0.839664	0.35088	1.06672	0.294032	0.594202	0.216485	0.937696	0.43642	0
ENSDARG00000010400	5.85046	11.8465	6.03864	1.69312	2.34019	2.42392	2.91545	1.81599	1.15088
ENSDARG00000010407	0.833339	0.586983	1.23228	0.486075	0.497395	0.419998	0.562709	0.191783	0.0570385
ENSDARG00000010408	1.14003	1.7166	1.42904	0.740792	0.955069	0.983699	1.62627	1.43342	0.526663
ENSDARG00000010411	5.99199	5.24434	2.83732	2.45599	1.78391	2.40419	4.75692	5.14785	1.85883
ENSDARG00000010420	2.38429	2.53093	1.35359	0.521287	0.492194	0.377792	1.9206	0.216469	0
ENSDARG00000010432	1.95056	2.21061	2.91589	3.82058	1.88654	2.7044	3.61431	3.88328	0.954682
ENSDARG00000010437	181.717	230.595	157.9	65.4266	83.9499	82.9591	160.103	69.3956	44.2856
ENSDARG00000010445	1.08008	0.363453	0.600331	0.0525216	0.243223	0.343644	0.395754	0.520763	0.317884
ENSDARG00000010462	1.1883	0.249259	0.061284	0.404143	0.225103	0	0	0	0.128891
ENSDARG00000010481	21.399	20.506	21.8574	11.2506	11.048	14.7933	26.8124	7.35359	3.15091
ENSDARG00000010482	2.69344	5.2164	1.9557	0.311996	0.188519	0.0670551	0.507398	0.0727674	6.19753e-09
ENSDARG00000010487	4.03482	2.62868	1.87888	1.68716	1.22617	1.63039	1.95248	0.40083	0.184401
ENSDARG00000010511	9.71808	14.147	10.9097	5.3166	6.62102	6.63166	12.6872	4.97625	2.89631
ENSDARG00000010516	7.35102	9.25036	3.91172	2.54092	5.0675	2.04485	7.3081	3.63253	1.96686
ENSDARG00000010519	1.82238	1.43073	1.29482	2.32132	2.45855	4.36632	4.37637	4.50525	3.67032
ENSDARG00000010524	2.21495	1.80565	1.02153	0.922469	1.4855	0.849464	2.92929	1.65278	1.36902
ENSDARG00000010553	88.4665	113.71	79.5341	4.84613	4.98132	6.38213	8.48351	4.01166	3.38295
ENSDARG00000010563	2.6948	4.48643	3.31752	0.988684	1.10276	1.81321	1.83445	0.86074	0.408778
ENSDARG00000010571	8.35459	8.36263	8.473	4.4144	5.43742	5.87754	9.94875	3.92981	2.26467
ENSDARG00000010572	15.2659	13.3216	20.2174	10.6992	10.8905	11.2412	9.07541	5.26283	3.08589
ENSDARG00000010583	3.23573	4.73968	4.9902	1.75696	2.50925	2.1882	4.28728	2.91573	2.28793
ENSDARG00000010596	41.8011	39.1595	30.0201	13.0024	14.0913	15.6176	24.0737	12.0155	6.34697
ENSDARG00000010601	0.406139	1.25011	0.591112	0.19893	0.242456	0.425938	0.624791	0.44847	0.18179
ENSDARG00000010640	2.46159	3.23474	3.36228	1.80317	2.61878	3.39708	4.40602	2.74225	2.76448
ENSDARG00000010641	4.41488	2.72972	1.52175	3.82607	2.24527	2.02645	5.54926	1.42244	2.44695
ENSDARG00000010655	0.751856	0.532723	0.44916	0.298328	0.69333	0.453214	1.46818	0.302143	0.545202
ENSDARG00000010658	5.68918	1.11295	0.742368	1.01539	0.707639	0.430603	0.936248	0.275181	0
ENSDARG00000010673	2.21696	2.59716	2.45205	1.25685	0.952531	1.48912	2.86562	1.24685	0.768476
ENSDARG00000010681	6.05114	10.7145	11.3988	2.9051	4.00993	7.55311	7.37972	5.79034	4.79116
ENSDARG00000010721	9.26071	10.8327	10.3604	4.33433	7.21274	5.34414	8.85604	5.52364	2.67429
ENSDARG00000010727	0.68253	1.0011	0.648737	0.548358	1.22747	1.71887	2.30692	1.02057	0.726763
ENSDARG00000010732	2.87348	4.35582	2.35078	1.19797	0.837452	0.419665	1.48341	1.67586	0.48451
ENSDARG00000010745	7.91232	4.84325	6.04237	4.4892	4.38945	5.54401	4.4541	3.59268	1.61342
ENSDARG00000010752	3.89826	4.07854	3.14273	1.60427	1.83543	1.73007	2.09705	1.74291	0.652865
ENSDARG00000010767	0.108483	0.245928	0.247046	0.0973312	0.184012	0.165304	0.148599	0.0814235	0.0478409
ENSDARG00000010770	45.8442	8.29467	0.0964071	9.09871	1.33346	0.0500467	0	0	0.26957
ENSDARG00000010773	72.0381	67.5929	48.0294	17.094	15.9273	17.7396	12.8839	5.78645	2.73473
ENSDARG00000010779	14.8481	17.3988	12.7954	8.22212	10.4122	9.19584	25.9942	13.4683	8.778
ENSDARG00000010782	2.49376	2.39913	2.23057	1.22665	0.868371	1.0347	1.39954	0.373074	0.451499
ENSDARG00000010783	0	0	0	0	0	0	0.40145	0	0
ENSDARG00000010784	8.70121	13.971	11.4986	3.58109	5.26126	5.66881	15.7604	9.11476	5.09091
ENSDARG00000010789	2.40641	2.12664	2.05505	1.86578	1.45327	1.02306	2.80605	1.64378	0.878864
ENSDARG00000010792	50.7793	62.585	56.7414	17.9949	20.7063	22.9346	31.4162	24.4596	23.8629
ENSDARG00000010823	7.85073	5.80248	7.80415	4.43004	3.15291	4.1103	5.31011	2.53049	1.61268
ENSDARG00000010853	1.41196	1.21351	0.454647	0.607033	0.902435	0.767426	0.40957	0.192542	0.0942674
ENSDARG00000010862	1.20568	1.40295	1.03047	0.50994	0.975251	0.771317	0.947168	0.222001	0.23198
ENSDARG00000010873	0.965861	0.572595	1.66478	0.740443	0.924514	1.26932	1.56559	0.948923	0.472798
ENSDARG00000010878	4.47019	0.358592	0.360833	0.901109	0.0705183	0	0	0.127881	0.292404
ENSDARG00000010905	0.984312	0.976714	0.744771	0.530554	0.566073	0.815831	0.776191	0.324714	0.270531
ENSDARG00000010941	0.506066	1.01238	0.516176	0.284014	0.3859	0.252694	0.918372	0.369704	0.38074
ENSDARG00000010946	7.35776	9.59923	6.83017	2.42185	2.07815	2.37326	4.86268	1.75249	0.87702
ENSDARG00000010948	25.9724	25.6761	37.7066	16.2688	15.1333	19.705	24.6505	16.3869	9.92221
ENSDARG00000010965	3.91994	3.89407	3.90844	2.76822	3.00491	3.45567	2.56528	1.7256	0.519522
ENSDARG00000010978	1.7002	0.854654	2.46322	0.613782	0.606514	0.969434	1.14615	0.648961	0.258637
ENSDARG00000010981	0.754341	1.2713	1.29373	0.177532	0.331134	0.486758	0.436089	0.186838	0.128034
ENSDARG00000010995	2.61639	2.56891	2.28149	1.21448	1.38789	0.933963	1.62461	1.29156	0.909058
ENSDARG00000011000	18.1763	22.8566	20.4565	9.82203	12.7086	15.2911	28.3438	12.1346	6.90415
ENSDARG00000011020	215.753	182.986	115.442	93.5958	79.0382	80.1443	99.5073	47.8504	28.5938
ENSDARG00000011027	2.8775	2.83483	2.39061	1.36142	1.02184	1.51966	3.15713	2.50025	1.94626
ENSDARG00000011049	2.39328	2.46292	2.3034	1.56494	2.10766	2.35319	3.89853	3.2408	1.67465
ENSDARG00000011055	1.61949	1.67916	0.982823	0.545701	0.596713	0.894881	1.3152	0.297229	0.694085
ENSDARG00000011072	1.21046	1.5871	1.27927	0.504382	0.670858	0.841346	1.00945	0.628107	0.131982
ENSDARG00000011079	6.18068	4.3148	2.66752	2.70583	3.17345	3.14386	3.43243	2.35687	0.893075
ENSDARG00000011094	38.8853	45.3921	35.7337	21.1515	23.7528	23.2326	22.1277	12.0488	6.08728
ENSDARG00000011122	0.298323	0.0596547	0.106439	0.0841967	0.0612125	0.0836054	0.129852	0	0.013643
ENSDARG00000011125	11.7389	9.77291	7.26711	2.6113	1.82181	1.2575	1.8439	1.75275	1.52584
ENSDARG00000011127	28.256	36.678	28.7589	9.8801	6.5124	10.5907	10.5998	5.11474	2.85558
ENSDARG00000011133	19.4488	17.7209	20.2674	8.27591	10.3233	14.0744	18.2569	10.1895	4.31646
ENSDARG00000011146	4.95935	4.01297	3.55633	1.53701	0.498045	2.93607	2.12946	0.757179	0.196748
ENSDARG00000011157	8.92502	10.9756	11.5632	3.50163	4.52408	7.10435	9.23319	4.85289	2.54242
ENSDARG00000011175	0.871991	0.87651	1.16335	0.493598	0.796313	0.719318	1.04918	0.162893	0.150553
ENSDARG00000011186	0.749833	1.19308	1.02507	0.623351	0.296417	0.800789	0.73959	0.225633	0.371641
ENSDARG00000011188	3.27739	3.54664	3.59618	1.68975	1.68266	3.54406	3.48657	2.83803	1.94875
ENSDARG00000011190	1.28817	2.37378	1.98533	1.55671	1.59997	1.5069	6.29994	4.44476	2.41492
ENSDARG00000011196	5.39455	5.60625	5.32236	2.2435	2.24403	2.87459	2.9301	1.58998	0.659588
ENSDARG00000011201	23.411	29.2161	35.8357	7.59265	2.04973	7.67089	13.8755	4.25179	5.29663
ENSDARG00000011219	7.47384	9.17776	7.91803	3.75754	4.71612	5.99301	11.5338	8.16759	3.97617
ENSDARG00000011233	2.7626	1.5193	2.56245	1.09964	1.01206	1.7309	2.07144	1.07823	0.687953
ENSDARG00000011239	2.67398	2.54437	2.22944	1.22317	1.7995	2.06334	3.0705	0.901209	0.924788
ENSDARG00000011246	2.29114	1.09136	1.37441	0.397624	0.900108	0.907416	1.41942	1.04899	0
ENSDARG00000011262	1.02781	0.825974	0.56237	0.662305	0.435486	0.83149	1.16434	0.514053	0.320337
ENSDARG00000011273	1.71563	0.768745	0	0.269285	0	0	0.329393	0.0609705	0
ENSDARG00000011298	0.683878	0.953114	1.10057	0.529868	0.529352	0.987248	1.06341	1.14818	0.865175
ENSDARG00000011299	10.3953	9.54427	8.37377	4.19524	2.84015	4.02223	8.92938	2.87724	2.07191
ENSDARG00000011301	2.49385	2.25656	3.41394	1.07438	1.67564	2.68037	1.16196	0.789596	0.466841
