name	PC1	PC2	PC3	group
atac_L37873	-4.261	1.456	1.177	unlabeled
atac_L37874	-10.766	0.555	-1.132	unlabeled
atac_L37876	0.332	-1.209	3.134	unlabeled
atac_L37877	-2.916	-2.656	-0.148	unlabeled
atac_L37191	-6.983	1.501	1.207	unlabeled
atac_L37878	-7.247	2.512	0.063	unlabeled
atac_L37879	-6.427	0.272	1.291	unlabeled
atac_L37880	3.748	-4.708	2.911	unlabeled
atac_L37881	-1.139	-1.4	2.441	unlabeled
atac_L37102	-5.879	1.44	1.137	unlabeled
atac_P06736	-5.546	1.441	1.19	unlabeled
atac_L37882	4.773	0.917	-1.612	unlabeled
atac_L37883	4.421	0.803	-6.217	unlabeled
atac_P06737	4.422	0.632	-1.813	unlabeled
atac_L37192	1.691	-2.913	1.336	unlabeled
atac_L37885	6.254	2.322	-1.345	unlabeled
atac_L37887	5.222	1.47	1.728	unlabeled
atac_L37194	0.968	-0.76	2.461	unlabeled
atac_L37888	5.167	3.107	-2.407	unlabeled
atac_P06738	-2.963	-0.798	1.013	unlabeled
atac_L37195	-5.115	0.351	2.616	unlabeled
atac_L37889	-4.321	1.424	1.624	unlabeled
atac_L37890	8.477	5.974	1.641	unlabeled
atac_L37891	-6.284	1.195	0.928	unlabeled
atac_P06599	0.699	-0.203	2.674	unlabeled
atac_L37892	-3.724	-1.158	0.331	unlabeled
atac_L37893	-3.156	0.745	1.824	unlabeled
atac_L37894	-3.715	0.331	-1.263	unlabeled
atac_L37895	-4.146	0.451	0.287	unlabeled
atac_L37896	-2.557	1.649	1.959	unlabeled
atac_L37897	7.459	-1.151	-4.322	unlabeled
atac_L37898	4.93	-0.863	-3.584	unlabeled
atac_L37901	-2.615	0.687	1.835	unlabeled
atac_L37196	-0.973	3.855	-1.455	unlabeled
atac_L37904	0.278	1.635	-3.478	unlabeled
atac_L37906	0.239	-0.563	0.797	unlabeled
atac_L37907	6.997	3.766	0.153	unlabeled
atac_L37908	-4.184	1.674	2.264	unlabeled
atac_L37909	-7.262	1.625	0.735	unlabeled
atac_L37911	-0.862	-0.365	-1.427	unlabeled
atac_P06741	0.381	-0.25	1.601	unlabeled
atac_L37912	1.008	0.5	-0.769	unlabeled
atac_L37913	4.471	2.777	0.856	unlabeled
atac_L37916	-0.907	-0.162	-1.177	unlabeled
atac_L37917	-1.277	-2.766	-4.484	unlabeled
atac_L37919	-3.851	-0.562	1.052	unlabeled
atac_L37920	0.608	-1.736	2.562	unlabeled
atac_P06743	-5.627	-0.292	1.115	unlabeled
atac_L37923	7.512	1.633	-2.314	unlabeled
atac_L37924	6.856	0.594	-5.61	unlabeled
atac_P06744	-3.505	-1.564	0.659	unlabeled
atac_L37926	2.509	-0.899	-2.724	unlabeled
atac_L37927	-0.737	0.886	1.493	unlabeled
atac_P06745	6.589	-3.545	1.044	unlabeled
atac_L37929	6.179	2.721	-3.348	unlabeled
atac_L37930	1.814	0.301	4.016	unlabeled
atac_L37932	13.532	2.793	0.795	unlabeled
atac_L37935	8.369	2.457	-2.19	unlabeled
atac_L37936	8.173	4.586	-3.689	unlabeled
atac_L37937	3.74	-0.027	-0.144	unlabeled
atac_P06746	2.648	-2.422	0.405	unlabeled
atac_L37943	3.375	-2.093	1.508	unlabeled
atac_L37944	-2.678	2.299	2.809	unlabeled
atac_L37945	9.388	0.216	-0.331	unlabeled
atac_L37946	11.355	-1.212	-2.661	unlabeled
atac_L37948	7.608	4.79	4.127	unlabeled
atac_L37103	0.906	1.657	-0.711	unlabeled
atac_L37950	12.115	2.216	-1.606	unlabeled
atac_L37951	-0.187	-0.003	2.151	unlabeled
atac_L37952	-2.223	-1.482	0.654	unlabeled
atac_L37953	0.4	-3.407	-0.456	unlabeled
atac_L37197	-3.474	-0.016	2.468	unlabeled
atac_L37954	1.078	1.43	-3.863	unlabeled
atac_P06747	-5.358	-0.892	0.927	unlabeled
atac_L37956	-3.459	1.042	-1.28	unlabeled
atac_L37957	14.059	6.29	2.768	unlabeled
atac_L37958	-8.623	-0.871	-2.301	unlabeled
atac_L37199	7.509	5.056	4.349	unlabeled
atac_P06600	-5.71	0.479	1.519	unlabeled
atac_L37959	-5.737	1.194	-2.269	unlabeled
atac_L37960	8.356	0.866	2.06	unlabeled
atac_L37961	1.825	0.004	-2.541	unlabeled
atac_L37962	4.671	-1.223	-2.509	unlabeled
atac_L37963	-4.859	-1.034	-0.463	unlabeled
atac_L37964	10.973	-0.54	-0.648	unlabeled
atac_L37966	-2.74	0.487	1.294	unlabeled
atac_L37200	2.313	0.015	-1.876	unlabeled
atac_L37201	3.122	0.363	-0.877	unlabeled
atac_L37202	-5.979	-0.081	2.446	unlabeled
atac_L37967	2.353	-0.061	-4.401	unlabeled
atac_L37968	-0.468	1.767	-4.436	unlabeled
atac_L37969	8.849	2.068	0.768	unlabeled
atac_P06601	0.327	2.972	1.792	unlabeled
atac_L37970	8.335	2.459	-3.427	unlabeled
atac_P06602	-5.908	-1.39	0.514	unlabeled
atac_L37972	-2.74	-0.333	2.094	unlabeled
atac_P06748	-5.422	0.226	1.621	unlabeled
atac_L37975	-1.318	-0.768	3.477	unlabeled
atac_L37977	-2.307	-0.945	0.099	unlabeled
atac_P06603	-2.32	-1.44	0.861	unlabeled
atac_L37982	3.083	-6.246	1.35	unlabeled
atac_L37104	-7.082	0.678	1.397	unlabeled
atac_L37983	4.494	0.135	-3.481	unlabeled
atac_L37985	7.534	-0.072	-5.065	unlabeled
atac_L37203	3.659	3.495	1.242	unlabeled
atac_L37990	7.783	-4.788	0.543	unlabeled
atac_P06750	-1.562	0.941	1.13	unlabeled
atac_L37992	8.342	0.573	1.891	unlabeled
atac_L37204	7.959	5.174	5.697	unlabeled
atac_P06604	-1.767	1.313	1.032	unlabeled
atac_P06751	0.498	-0.058	2.768	unlabeled
atac_P06752	1.06	0.318	-0.855	unlabeled
atac_L37205	1.304	0.833	0.836	unlabeled
atac_L37997	-6.557	0.118	1.229	unlabeled
atac_L37999	12.591	3.638	-0.411	unlabeled
atac_L38000	-1.199	-0.937	0.136	unlabeled
atac_L38002	-2.729	-0.661	2.147	unlabeled
atac_L38004	8.211	3.62	-5.273	unlabeled
atac_P06753	4.061	0.148	-2.76	unlabeled
atac_L38006	-0.681	-1.916	-1.172	unlabeled
atac_L38007	-3.709	0.907	0.968	unlabeled
atac_L38008	-7.99	0.484	1.182	unlabeled
atac_L38009	-8.911	0.385	0.603	unlabeled
atac_L38011	-5.055	-0.728	0.237	unlabeled
atac_L38012	-1.191	0.333	-0.93	unlabeled
atac_L38014	-1.169	-0.004	0.461	unlabeled
atac_L38017	6.656	2.254	-6.756	unlabeled
atac_L38018	-3.485	0.244	2.716	unlabeled
atac_L37207	3.234	-0.053	-0.491	unlabeled
atac_L37208	5.427	-0.428	-1.057	unlabeled
atac_L38021	-2.748	0.287	1.94	unlabeled
atac_P06754	-5.292	-0.078	2.198	unlabeled
atac_L38022	0.195	1.097	2.272	unlabeled
atac_L38023	-1.006	-2.104	1.501	unlabeled
atac_L38024	-2.022	-2.24	1.036	unlabeled
atac_L38026	-4.718	1.916	0.238	unlabeled
atac_L38027	0.884	-2.95	2.7	unlabeled
atac_L38028	-7.501	1.959	-0.687	unlabeled
atac_L38030	3.101	0.483	-2.273	unlabeled
atac_P06756	9.068	-0.991	-0.699	unlabeled
atac_L38037	11.331	0.72	0.909	unlabeled
atac_L38038	4.847	-2.874	0.102	unlabeled
atac_L38039	-1.867	-0.318	0.578	unlabeled
atac_L38040	0.257	-4.419	2.126	unlabeled
atac_L38041	6.147	-6.65	1.609	unlabeled
atac_L38046	10.914	0.777	2.208	unlabeled
atac_L38047	2.761	-2.084	2.26	unlabeled
atac_L38048	6.229	-4.902	0.262	unlabeled
atac_L38049	0.89	-2.052	-0.104	unlabeled
atac_L38050	-3.206	-1.707	-1.459	unlabeled
atac_L38051	-6.559	-0.051	-0.004	unlabeled
atac_L38052	-8.868	0.719	0.242	unlabeled
atac_L38053	-9.005	-0.352	0.207	unlabeled
atac_L38054	-10.683	0.868	-1.587	unlabeled
atac_L38055	-9.606	0.015	-0.773	unlabeled
atac_L38056	-7.776	-0.172	-0.877	unlabeled
atac_L38057	-11.185	0.544	-1.843	unlabeled
atac_L38058	-11.415	0.904	-1.667	unlabeled
atac_L38059	-5.999	0.346	0.716	unlabeled
atac_L38060	-7.061	0	0.313	unlabeled
atac_P06757	-0.567	-1.411	2.677	unlabeled
atac_L38061	-8.026	0.821	-0.34	unlabeled
atac_P06758	-2.372	0.419	3.657	unlabeled
atac_L38062	1.461	-3.216	2.567	unlabeled
atac_L37210	2.968	-4.756	1.985	unlabeled
atac_L37211	10.168	1.49	0.648	unlabeled
atac_L38065	0.02	-0.944	2.174	unlabeled
atac_L38066	0.88	-0.403	-4.332	unlabeled
atac_L38067	6.872	4.318	-0.94	unlabeled
atac_L38068	9.529	3.329	0.443	unlabeled
atac_P06759	-2.109	-0.895	2.152	unlabeled
atac_L38070	-0.551	-0.698	0.334	unlabeled
atac_L38071	-7.552	1.284	-0.427	unlabeled
atac_L37212	-5.246	0.33	0.718	unlabeled
atac_L38072	-2.899	0.948	2.371	unlabeled
atac_L38074	-3.356	-0.149	3.329	unlabeled
atac_L38075	-7.105	0.493	-1.725	unlabeled
atac_P06760	-2.529	-0.195	0.983	unlabeled
atac_L38076	-5.297	0.085	1.194	unlabeled
atac_L38077	-5.264	2.822	0.231	unlabeled
atac_L38078	9.607	-0.819	1.031	unlabeled
atac_L38081	4.993	-2.908	3.969	unlabeled
atac_L37213	-0.865	1.392	1.537	unlabeled
atac_L38082	5.961	-4.392	1.315	unlabeled
atac_L38083	9.079	4.454	0.711	unlabeled
atac_L38084	-5.563	-0.14	-0.762	unlabeled
atac_L38085	3.456	-0.546	-2.19	unlabeled
atac_P06761	-2.191	-0.674	0.488	unlabeled
atac_L37214	-4.055	-0.308	-0.408	unlabeled
atac_L37215	-1.476	-2.429	1.006	unlabeled
atac_L38090	12.425	1.672	0.778	unlabeled
atac_L38092	-0.566	0.433	2.695	unlabeled
atac_L37216	-6.292	1.043	0.24	unlabeled
atac_L37217	-4.586	1.623	0.783	unlabeled
atac_L38094	3.538	-2.27	1.148	unlabeled
atac_P06763	6.906	0.996	-3.505	unlabeled
atac_L38095	7.836	0.091	-3.495	unlabeled
atac_L38097	-0.807	0.141	0.739	unlabeled
atac_L38098	1.822	2.611	-1.762	unlabeled
atac_L38099	-2.327	-0.203	0.252	unlabeled
atac_L38100	-2.726	0.408	0.966	unlabeled
atac_L38101	-7.018	0.804	1.146	unlabeled
atac_P06764	-4.636	0.88	1.5	unlabeled
atac_L38102	-10.739	1.086	-1.004	unlabeled
atac_L38103	-8.511	1.273	-0.352	unlabeled
atac_L38104	-10.903	1.101	-2.022	unlabeled
atac_L38105	-11.124	0.896	-1.806	unlabeled
atac_L38106	-11.179	0.982	-1.8	unlabeled
atac_L38107	-10.735	0.833	-1.708	unlabeled
atac_L38108	-2.561	-0.227	3.641	unlabeled
atac_P06765	-3.657	0.21	1.727	unlabeled
atac_L38110	0.777	1.176	-1.19	unlabeled
atac_L37218	-4.067	1.068	0.625	unlabeled
atac_L38111	-2.283	1.03	-1.523	unlabeled
atac_L38112	-4.01	2.394	0.98	unlabeled
atac_L38114	-10.189	1.137	-0.828	unlabeled
atac_L38116	1.458	1.16	-0.579	unlabeled
atac_L38117	-4.455	0.582	2.129	unlabeled
atac_L38120	-0.054	-4.177	0.866	unlabeled
atac_P06766	-4.121	1.105	1.61	unlabeled
atac_L38121	-10.948	1.109	-1.479	unlabeled
atac_L38125	-3.764	1.46	2.402	unlabeled
atac_L38126	2.579	-4.206	0.607	unlabeled
atac_L38127	-10.232	1.35	-1.298	unlabeled
atac_L38128	-6.685	0.732	0.788	unlabeled
atac_P06767	-2.649	1.006	0.655	unlabeled
atac_L38129	0.75	-3.344	0.815	unlabeled
atac_L38130	-2.408	-0.104	3.286	unlabeled
atac_L38131	0.609	-1.07	0.122	unlabeled
atac_L38132	-0.457	-2.173	0.044	unlabeled
atac_L37220	-5.977	0.192	0.416	unlabeled
atac_L37221	-4.96	-0.148	1.86	unlabeled
atac_L38133	-8.926	1.246	-1.487	unlabeled
atac_L38134	-6.52	2.207	0.027	unlabeled
atac_L37222	-6.896	-0.182	-0.38	unlabeled
atac_P06605	-5.305	1.597	0.967	unlabeled
atac_L38135	-6.11	2.021	0	unlabeled
atac_L38137	0.625	-1.74	-1.282	unlabeled
atac_L38138	-0.374	-1.02	-1.698	unlabeled
atac_L38139	0.442	-1.191	0.023	unlabeled
atac_P06606	-4.541	2.038	1.253	unlabeled
atac_P06768	-3.163	0.253	2.301	unlabeled
atac_L38140	-3.423	-1.188	1.14	unlabeled
atac_P06607	-7.022	1.762	0.027	unlabeled
atac_L37223	-6.825	0.724	1.536	unlabeled
atac_L38142	-0.428	-0.022	-1.674	unlabeled
atac_L37224	-7.244	1.305	0.085	unlabeled
atac_L37225	-4.504	0.581	-1.168	unlabeled
atac_P06769	6.075	0.851	-5.143	unlabeled
atac_L37226	-5.969	2.244	-0.012	unlabeled
atac_L38149	6.185	1.804	-1.244	unlabeled
atac_L38150	8.598	2.419	-0.135	unlabeled
atac_L38151	-1.905	-1.033	-2.339	unlabeled
atac_L37227	-5.244	1.48	1.771	unlabeled
atac_L37228	-1.085	0.811	2.265	unlabeled
atac_L38152	-5.502	3.435	-2.383	unlabeled
atac_P06770	-3.08	0.48	2.105	unlabeled
atac_P06771	-0.299	-4.807	0.265	unlabeled
atac_L38153	-7.652	-0.037	-1.236	unlabeled
atac_L37229	-3.286	1.601	1.672	unlabeled
atac_L38155	2.62	-3.509	1.921	unlabeled
atac_L38159	8.355	-4.713	-0.174	unlabeled
atac_L37230	-5.221	0.106	2.044	unlabeled
atac_L38160	10.243	-5.678	-0.862	unlabeled
atac_L38161	9.273	-4.031	-1.199	unlabeled
atac_L38162	5.098	-0.832	-1.414	unlabeled
atac_L38163	9.337	-0.695	-2.017	unlabeled
atac_P06608	-3.963	0.269	2.946	unlabeled
atac_L38164	-2.815	-1.188	0.641	unlabeled
atac_L38165	-0.196	0.26	-0.029	unlabeled
atac_L38166	-6.344	-0.029	1.519	unlabeled
atac_L38167	-1.288	-1.115	3.682	unlabeled
atac_L38170	-1.686	-2.571	-0.074	unlabeled
atac_P06772	2.078	-3.291	0.774	unlabeled
atac_L38172	-1.969	-1.465	1.207	unlabeled
atac_L37231	-2.377	0.252	2.678	unlabeled
atac_L38173	8.806	0.774	-3.057	unlabeled
atac_L38174	7.96	-0.812	0.095	unlabeled
atac_P06609	0.295	-1.608	0.436	unlabeled
atac_L37235	-0.141	0.284	1.657	unlabeled
atac_L37236	-2.302	2.596	-1.348	unlabeled
atac_P06610	-2.335	0.549	-0.614	unlabeled
atac_L37237	2.715	0.601	-0.041	unlabeled
atac_L37238	0.258	1.878	0.392	unlabeled
atac_L37239	-0.145	-0.674	-0.327	unlabeled
atac_L37240	0.542	-0.244	-1.465	unlabeled
atac_P06773	-7.521	0.652	-3.588	unlabeled
atac_L38175	-3.616	0.092	-1.535	unlabeled
atac_L38176	10.034	0.032	-2.692	unlabeled
atac_L38177	2.571	2.276	-1.561	unlabeled
atac_L38178	-1.464	0.469	0.897	unlabeled
atac_L37241	-0.801	0.676	2.332	unlabeled
atac_L38180	10.332	2.311	-0.273	unlabeled
atac_L37105	-8.446	-0.393	-0.107	unlabeled
atac_L38182	0.603	-0.718	2.581	unlabeled
atac_L38185	6.867	-1.756	-1.947	unlabeled
atac_L38187	7.012	-7.106	-0.57	unlabeled
atac_L38192	4.165	-0.805	-3.127	unlabeled
atac_L38193	-2.221	-0.54	2.042	unlabeled
atac_L38194	-6.177	-0.218	1.299	unlabeled
atac_L38196	-3.685	-1.717	1.224	unlabeled
atac_L38197	5.136	-3.041	3.595	unlabeled
atac_P06774	-0.073	-1.319	2.881	unlabeled
atac_L38199	-0.204	-1.97	1.141	unlabeled
atac_L38200	-2.969	0.085	0.679	unlabeled
atac_L38202	6.923	-3.166	-1.017	unlabeled
atac_L38205	7.146	4.931	-1.717	unlabeled
atac_L38206	-4.107	2.099	-3.239	unlabeled
atac_L38207	-4.749	1.472	-1.425	unlabeled
atac_P06775	-3.564	1.533	2.765	unlabeled
atac_L38208	-10.136	1.504	-1.597	unlabeled
atac_L38209	-2.499	-1.343	2.352	unlabeled
atac_L38211	-0.494	0.788	3.947	unlabeled
atac_L38212	-5.45	1	0.644	unlabeled
atac_L38213	-5.154	1.956	0.519	unlabeled
atac_L38214	-4.676	0.454	0.756	unlabeled
atac_L38215	-9.181	0.344	-0.823	unlabeled
atac_L38216	-6.405	0.675	-0.251	unlabeled
atac_L38217	-11.048	0.799	-1.548	unlabeled
atac_L38218	-10.987	0.772	-1.364	unlabeled
atac_L38219	-10.287	0.703	-1.171	unlabeled
atac_L38220	-10.704	-0.102	-1.56	unlabeled
atac_L38221	-6.88	0.003	-1.938	unlabeled
atac_L38222	-6.568	-1.12	-0.717	unlabeled
atac_L38223	-8.192	1.117	-1.686	unlabeled
atac_L38224	-9.082	0.756	-0.668	unlabeled
atac_L38225	-9.297	0.068	-0.721	unlabeled
atac_P06776	-10.566	0.911	-1.819	unlabeled
atac_L38226	-6.622	0.274	1.39	unlabeled
atac_L38229	-0.313	-1.631	-0.27	unlabeled
atac_L38230	3.852	-1.274	-2.429	unlabeled
atac_L38231	-3.823	1.947	2.805	unlabeled
atac_P06777	-1.878	-3.338	0.638	unlabeled
atac_L37242	-5.99	0.885	1.876	unlabeled
atac_L38232	-6.085	0.158	-0.38	unlabeled
atac_L38233	-6.226	0.496	-2.249	unlabeled
atac_L37243	-7.138	0.327	1.203	unlabeled
atac_L38234	-8.18	0.649	-1.978	unlabeled
atac_L38235	-4.913	1.293	1.811	unlabeled
atac_L37244	-4.229	1.306	0.624	unlabeled
atac_L37245	-3.118	-0.184	2.004	unlabeled
atac_P06778	-4.151	-2.829	-1.413	unlabeled
atac_L38236	2.413	3.207	-1.74	unlabeled
atac_L38238	-3.854	-2.926	0.086	unlabeled
atac_L37246	-6.62	0.798	0.735	unlabeled
atac_L38239	4.831	2.083	-3.767	unlabeled
atac_L37247	0.954	0.22	-1.339	unlabeled
atac_L37248	-0.35	0.251	-1.316	unlabeled
atac_L38240	2.962	0.667	-0.061	unlabeled
atac_L38241	1.746	-1.639	1.937	unlabeled
atac_L38242	-3.225	0.427	2.652	unlabeled
atac_P06779	-2.377	-1.051	1.237	unlabeled
atac_L38245	-2.065	-0.255	2.546	unlabeled
atac_L38248	-7.138	0.775	-1.149	unlabeled
atac_L37249	-5.713	1.832	0.82	unlabeled
atac_L38249	0.521	-1.181	2.787	unlabeled
atac_P06780	-1.786	0.41	2.21	unlabeled
atac_P06781	-3.016	-0.659	2.496	unlabeled
atac_L38251	-8.017	0.316	-2.264	unlabeled
atac_L37250	-3.975	0.032	1.86	unlabeled
atac_L38253	6.072	4.632	-2.768	unlabeled
atac_L37251	-4.429	0.132	0.322	unlabeled
atac_L37106	-5.803	-0.564	2.006	unlabeled
atac_L37252	-5.59	1.601	0.941	unlabeled
atac_P06782	-4.257	0.861	2.468	unlabeled
atac_P06783	-4.001	1.43	2.679	unlabeled
atac_L38255	0.911	-3.121	-0.287	unlabeled
atac_L38256	-6.528	2.181	0.067	unlabeled
atac_L38257	-2.956	0.918	0.899	unlabeled
atac_P06784	-3.085	0.252	2.006	unlabeled
atac_L38258	-3.46	2.777	-0.773	unlabeled
atac_L38259	-2.566	-0.244	-0.061	unlabeled
atac_L38260	-3.622	-0.543	-1.302	unlabeled
atac_L38261	-2.805	1.24	0.508	unlabeled
atac_L38262	-2.221	0.478	-0.74	unlabeled
atac_L38263	0.099	-1.531	1.376	unlabeled
atac_L38264	-1.496	-1.989	-0.202	unlabeled
atac_L37254	-5.169	-0.093	1.905	unlabeled
atac_L38265	-6.224	0.049	-2.418	unlabeled
atac_L37255	-1.975	-1.741	1.47	unlabeled
atac_L38266	-4.177	0.242	0.232	unlabeled
atac_L38268	-4.769	-0.103	-1.863	unlabeled
atac_L38269	-5.003	0.374	1.282	unlabeled
atac_L37107	-7.496	1.237	0.369	unlabeled
atac_L38270	-9.071	1.41	-1.027	unlabeled
atac_L37108	-7.714	1.267	-0.246	unlabeled
atac_L38271	-3.194	0.408	0.538	unlabeled
atac_L37109	-7.502	1.329	0.658	unlabeled
atac_L38272	-6.882	0.084	1.577	unlabeled
atac_L38273	-1.868	0.576	-2.411	unlabeled
atac_L38274	0.33	-0.136	1.817	unlabeled
atac_L37110	-3.378	-0.186	0.866	unlabeled
atac_L38275	-0.203	-3.149	1.375	unlabeled
atac_L38276	-7.818	1.204	-1.024	unlabeled
atac_L38277	-0.031	1.727	-1.853	unlabeled
atac_L38278	5.01	1.285	-3.646	unlabeled
atac_L37111	-3.845	1.164	1.371	unlabeled
atac_L37112	-5.996	1.832	0.427	unlabeled
atac_L38280	-0.405	1.179	-0.412	unlabeled
atac_P06611	-6.495	0.581	0.699	unlabeled
atac_L37256	4.988	1.721	-0.359	unlabeled
atac_L38284	-5.998	2.313	-0.249	unlabeled
atac_L38288	1.258	0.82	3.47	unlabeled
atac_L38289	0.704	1.479	3.179	unlabeled
atac_L38290	-2.042	-0.009	-0.053	unlabeled
atac_L38293	-3.501	1.169	1.786	unlabeled
atac_L37257	4.783	0.451	-1.85	unlabeled
atac_L38294	-1.645	0.688	1.801	unlabeled
atac_L38295	2.35	-2.297	5.285	unlabeled
atac_L38296	-6.149	1.876	-0.268	unlabeled
atac_L38297	-7.672	1.456	-0.95	unlabeled
atac_L38298	-10.865	0.54	-1.963	unlabeled
atac_L38299	-0.221	1.387	3.71	unlabeled
atac_L38300	0.425	-0.04	2.845	unlabeled
atac_L38301	-4.693	0.727	1.642	unlabeled
atac_L38302	3.047	0.626	4.457	unlabeled
atac_L38303	1.715	0.628	2.868	unlabeled
atac_L38304	-10.777	0.568	-1.841	unlabeled
atac_L38305	-2.025	-0.971	1.901	unlabeled
atac_L38306	-6.432	0.355	-1.478	unlabeled
atac_L38307	-8.425	1.088	0.359	unlabeled
atac_L38308	8.789	-0.348	6.4	unlabeled
atac_L38309	-4.364	1.148	0.966	unlabeled
atac_L38310	-2.488	-1.339	2.695	unlabeled
atac_L38311	-8.307	1.066	-2.478	unlabeled
atac_L38312	-0.889	0.019	-1.591	unlabeled
atac_L38313	-1.904	-0.647	0.616	unlabeled
atac_L38314	-3.031	0.285	3.116	unlabeled
atac_L38315	-1.703	0.704	2.459	unlabeled
atac_L38316	-4.624	-0.554	-3.285	unlabeled
atac_L38317	-4.423	-1.039	-3.526	unlabeled
atac_L38318	-4.725	1.117	-2.324	unlabeled
atac_P06612	-6.167	0.85	0.177	unlabeled
atac_L38319	-9.174	-0.382	-1.439	unlabeled
atac_L38320	-10.12	0.666	-1.412	unlabeled
atac_L38321	-5.195	-1.557	-4.166	unlabeled
atac_L38322	0.337	2.731	3.28	unlabeled
atac_L38323	-3.414	1.764	1.769	unlabeled
atac_L38324	7.24	-0.062	7.13	unlabeled
atac_L38325	-3.61	0.272	2.151	unlabeled
atac_L38326	9.082	3.703	7.628	unlabeled
atac_L38327	9.449	0.869	6.741	unlabeled
atac_L38328	-4.168	0.676	2.226	unlabeled
atac_L38329	-5.399	2.098	1.419	unlabeled
atac_L38330	-7.602	0.996	0.185	unlabeled
atac_L38331	-4.608	2.046	1.42	unlabeled
atac_L38332	-3.367	1.828	1.859	unlabeled
atac_L38333	-8.727	0.323	-1.699	unlabeled
atac_L37258	-5.339	1.718	0.738	unlabeled
atac_P06613	-3.93	-1.158	0.59	unlabeled
atac_L38334	-1.925	1.171	1.817	unlabeled
atac_L38335	-4.205	-0.448	0.392	unlabeled
atac_P06785	-0.112	-1.767	0.661	unlabeled
atac_P06614	-7.833	0.196	0.017	unlabeled
atac_L38336	-9.031	1.295	-0.385	unlabeled
atac_L38337	-5.966	0.637	1.622	unlabeled
atac_L38338	-4.877	0.941	1.955	unlabeled
atac_L38339	-0.355	-1.179	0.934	unlabeled
atac_L38340	-4.428	0.644	1.112	unlabeled
atac_L38341	-5.063	0.309	0.359	unlabeled
atac_L38342	-3.794	0.633	1.424	unlabeled
atac_L38343	-4.423	2.006	1.476	unlabeled
atac_P06615	-8.56	0.75	-1.06	unlabeled
atac_L38344	-3.784	0.067	1.866	unlabeled
atac_L38345	1.595	-5.024	1.04	unlabeled
atac_L37259	-10.067	-0.021	-1.247	unlabeled
atac_L38348	8.791	2.5	-0.272	unlabeled
atac_P06786	-4.389	-0.863	0.654	unlabeled
atac_L37260	-6.391	1.46	-0.377	unlabeled
atac_L37261	-7.396	2.088	-0.387	unlabeled
atac_L38349	-5.013	2.611	0.661	unlabeled
atac_L38350	-4.991	-0.272	-0.981	unlabeled
atac_L38351	-10.973	0.447	-1.317	unlabeled
atac_L38352	-4.363	-2.46	-0.072	unlabeled
atac_L38353	-7.136	0.706	-0.74	unlabeled
atac_L37262	2.272	1.272	-1.635	unlabeled
atac_L38355	-4.697	0.751	1.108	unlabeled
atac_L38356	9.863	2.971	-0.826	unlabeled
atac_P06787	6.601	2.47	-1.544	unlabeled
atac_L38357	-0.584	0.31	-0.218	unlabeled
atac_L38358	-1.91	-0.585	3.081	unlabeled
atac_L38359	-0.116	1.021	1.074	unlabeled
atac_P06788	-7.595	0.951	-0.344	unlabeled
atac_L38361	12.428	3.533	3.274	unlabeled
atac_L38362	-5.095	1.753	1.318	unlabeled
atac_L38363	2.812	1.16	-3.058	unlabeled
atac_L38364	3.011	0.183	-0.496	unlabeled
atac_L38365	-2.245	1.269	2.544	unlabeled
atac_L38367	-1.262	-2.159	0.625	unlabeled
atac_L37263	-6.141	1.187	-0.066	unlabeled
atac_P06789	-4.428	-1.157	1.246	unlabeled
atac_L38369	3.999	-4.383	1.103	unlabeled
atac_L38370	1.772	-2.271	-0.652	unlabeled
atac_L37264	-5.439	0.528	2.013	unlabeled
atac_L37265	-5.489	1.137	1.251	unlabeled
atac_L37266	-6.234	1.618	-0.392	unlabeled
atac_L37267	-6.167	1.069	-0.71	unlabeled
atac_L37113	-0.885	-0.635	0.469	unlabeled
atac_L38372	-0.103	-1.495	2.41	unlabeled
atac_L37268	-6.052	0.92	-1.278	unlabeled
atac_L37269	-5.402	0.88	-0.837	unlabeled
atac_L37270	-6.111	1.808	0.609	unlabeled
atac_L38375	9.852	-6.6	1.489	unlabeled
atac_P06790	0.417	-3.126	1.743	unlabeled
atac_L38376	2.722	-1.484	0.421	unlabeled
atac_L38377	-2.163	-0.964	1.697	unlabeled
atac_L38378	-0.703	-1.144	0.815	unlabeled
atac_L38380	5.735	-1.662	-2.922	unlabeled
atac_L38381	-1.156	0.666	2.048	unlabeled
atac_L38382	-2.281	1.889	1.829	unlabeled
atac_L38383	-1.618	-0.204	3.654	unlabeled
atac_L37271	-7.943	1.219	-0.096	unlabeled
atac_L38385	-0.512	0.003	1.663	unlabeled
atac_L38386	-0.257	-0.957	2.429	unlabeled
atac_L38387	2.375	-3.809	2.113	unlabeled
atac_L38389	4.503	-2.494	2.994	unlabeled
atac_L38390	1.582	-0.936	0.487	unlabeled
atac_L38391	-0.483	-0.354	1.763	unlabeled
atac_L38392	3.669	-0.682	3.499	unlabeled
atac_L38393	10.286	0.111	-1.268	unlabeled
atac_L38394	-4.645	-0.575	1.249	unlabeled
atac_L38395	-4.522	0.273	2.19	unlabeled
atac_P06616	-5.974	-0.142	1.559	unlabeled
atac_L38396	-0.933	-0.974	0.854	unlabeled
atac_L37114	-0.069	4.801	-1.268	unlabeled
atac_L37115	4.364	6.715	-0.517	unlabeled
atac_P06588	2.017	4.082	-0.995	unlabeled
atac_L38397	2.251	-2.146	2.509	unlabeled
