name	PC1	PC2	PC3	PC4	PC5	PC6	category
atac_L00612	-0.824	1.253	0.525	0.688	-1.878	0.359	enh
atac_L00614	1.118	-0.102	1.154	-0.368	0.501	0.54	enh
atac_P00168	-0.26	0.248	1.985	-0.412	-0.666	1.243	enh
atac_L00621	-2.04	0.388	-1.008	-0.769	0.182	0.945	enh
atac_L00622	0.489	1.106	0.614	-0.731	-0.231	-0.524	enh
atac_L00631	9.602	2.722	-0.261	0.909	0.667	-0.129	enh
atac_L00633	1.874	2.021	0.153	-0.943	-0.635	-0.974	enh
atac_L00634	-0.579	-0.374	0.808	-0.076	-0.139	-2.011	enh
atac_L00646	2.866	2.969	-0.349	-0.794	-0.179	-1.423	enh
atac_L00647	-3.489	-1.049	0.969	-0.324	-1.014	-1.158	enh
atac_L00649	-0.581	1.384	1.016	-1.201	0.593	0.067	enh
atac_L00651	-0.949	-0.119	1.432	-0.49	1.747	-0.095	enh
atac_L00653	-7.323	-0.368	-0.663	0.491	-0.3	0.343	enh
atac_L00660	-2.524	0.987	0.544	-0.459	-0.159	-1.526	enh
atac_L00661	-6.253	-0.601	0.729	4.207	0.551	1.418	enh
atac_L00663	-4.306	-0.648	-0.903	0.119	-0.436	-0.182	enh
atac_L00664	-5.628	-0.441	-0.795	0.368	0.065	-0.028	enh
atac_L00671	-4.51	-1.065	-0.543	0.213	-0.494	-0.739	enh
atac_P00179	-0.874	-1.698	-0.014	0.748	0.052	-1.014	enh
atac_L00673	-1.404	0.693	0.641	0.003	0.088	-0.74	enh
atac_L00675	4.782	1.36	0.931	1.382	-1.346	1.044	enh
atac_L00676	4.155	-0.575	0.396	2.643	0.542	-0.028	enh
atac_L00679	1.893	1.628	-0.554	-0.174	0.784	0.072	enh
atac_L00681	3.778	2.59	0.655	1.746	1.244	-0.75	enh
atac_L00685	-5.709	-0.521	0.048	-0.016	0.476	-0.483	enh
atac_P00181	-1.779	0.479	-0.249	-0.562	0.123	0.308	enh
atac_L00691	4.983	1.107	-1.117	-0.203	-0.854	0.905	enh
atac_L00697	-0.095	1.39	0.437	-1.016	-0.899	0.349	enh
atac_L00702	3.226	0.461	-1.915	-0.85	-0.333	-0.142	enh
atac_L00706	-2.423	-0.018	0.255	-0.164	-0.78	2.66	enh
atac_L00709	-0.169	0.418	0.749	-0.302	0.984	1.218	enh
atac_L00710	0.17	0.471	1.607	0.616	-0.14	-0.445	enh
atac_P00183	-2.165	0.191	2.01	-1.462	1.021	0.398	enh
atac_L00714	-4.017	-1.215	0.327	-0.294	-1.708	-0.128	enh
atac_P00184	-3.75	0.427	1.353	0.673	-0.587	-0.094	enh
atac_P00186	-1.432	0.23	0.78	-0.631	0.641	-1.061	enh
atac_P00187	-1.06	0.41	-0.482	-0.796	0.508	0.875	enh
atac_L00719	1.876	3.061	-0.932	1.395	0.164	-0.76	enh
atac_P00188	3.424	1.252	-0.119	-0.32	1.107	-0.897	enh
atac_L00727	3.197	2.447	-0.691	-0.323	1.478	0.288	enh
atac_P00189	5.016	1.661	-0.614	-0.355	1.952	-0.26	enh
atac_L00728	5.034	3.796	-0.858	0.332	3.053	0.651	enh
atac_L00731	1.529	1.151	0.561	0.178	-1.31	-0.133	enh
atac_L00732	-0.45	1.244	0.044	1.617	0.542	-0.843	enh
atac_L00734	2.335	2.953	0.926	0.305	0.867	0.078	enh
atac_L00735	-1.931	-1.004	1.279	-0.593	-0.671	-1.341	enh
atac_L00740	3.308	4.106	-1.088	-0.398	0.342	-2.088	enh
atac_L00742	0.084	1.52	1.007	-0.621	-0.189	-2.114	enh
atac_L00748	-6.139	-0.393	-0.587	0.487	0.101	-0.292	enh
atac_L00750	0.632	-0.148	-0.345	1.353	0.969	-0.52	enh
atac_L00751	-1.609	0.05	-1.151	-0.633	0.245	0.116	enh
atac_L00755	-0.601	0.033	0.625	-0.903	-0.101	-0.492	enh
atac_L00756	1.405	1.532	-0.121	-0.185	0.111	-0.077	enh
atac_L00762	-1.172	-0.561	1.859	-0.115	-0.638	0.296	enh
atac_L00769	0.304	1.263	-0.361	-0.558	0.93	-1.232	enh
atac_L00772	-2.815	-0.718	2.338	1.859	0.466	0.751	enh
atac_P00199	3.509	0.508	0.411	0.956	0.706	-0.387	enh
atac_L00780	-1.514	0.444	-0.4	-0.559	0.499	-0.522	enh
atac_L00781	-3.122	0.874	0.226	-0.217	-0.645	-0.564	enh
atac_L00784	0.38	1.824	-0.434	0.162	-0.488	-0.297	enh
atac_P00202	-0.56	1.819	-1.074	-0.156	0.706	-1.078	enh
atac_L00803	-5.57	-0.452	-0.497	0.329	-0.499	0.046	enh
atac_L00804	1.639	-0.009	-0.768	-0.632	-0.806	-0.953	enh
atac_L00806	-4.953	-0.29	-0.423	0.164	0.739	-0.807	enh
atac_L00810	-1.19	0.961	1.929	-1.004	-0.68	-0.924	enh
atac_P00208	-1.565	-0.085	2.417	1.325	1.583	1.245	enh
atac_P00210	-1.092	0.914	0.371	-1.216	0.06	0.695	enh
atac_L00818	-0.057	1.785	-1.004	-0.288	-0.021	1.106	enh
atac_L00819	-1.706	-0.112	-1.433	-0.476	0.47	0.183	enh
atac_P00214	-1.822	0.667	0.946	0.659	-0.891	0.103	enh
atac_L00827	-0.457	1.666	-0.976	-0.82	-1.176	0.477	enh
atac_L00828	-1.216	0.482	-1.723	0.064	-0.494	-0.036	enh
atac_L00833	-2.782	-0.898	0.238	-1.449	1.226	1.853	enh
atac_L00835	-2.27	0.077	-0.064	-0.322	-0.665	-0.436	enh
atac_L00839	-1.047	-0.625	2.422	-1.148	0.989	0.342	enh
atac_P00220	0.199	1.675	0.134	-1.074	0.198	-0.616	enh
atac_P00222	0.328	1.172	-0.336	-1.074	-0.636	0.067	enh
atac_L00844	0.074	2.306	2.007	2.597	0.466	-0.947	enh
atac_L00845	-3.454	-0.758	0.568	-0.419	-0.382	-0.342	enh
atac_L00851	4.505	2.198	0.269	3.612	-0.333	0.119	enh
atac_L00856	1.065	1.273	2.523	2.966	1.622	1.117	enh
atac_L00857	0.519	0.138	2.154	-0.378	-1.802	-0.418	enh
atac_L00863	1.298	2.476	-0.504	1.033	1.089	-1.971	enh
atac_L00865	0.68	-0.192	1.289	-0.251	-0.583	0.567	enh
atac_P00224	-0.756	0.699	1.415	0.134	0.331	-0.286	enh
atac_L00866	-0.182	-0.653	2.079	1.86	-0.179	0.011	enh
atac_P00225	-0.215	-0.145	0.887	0.716	-1.084	0.019	enh
atac_L00869	2.609	2.302	0.926	0.405	-0.477	0.383	enh
atac_P00226	1.585	1.164	0.705	-1.365	-0.255	-0.317	enh
atac_L00885	2.827	2.433	-0.21	-1.376	-0.481	0.556	enh
atac_P00227	-2.143	0.977	0.446	-0.284	-1.067	-1.064	enh
atac_L00888	1.271	2.056	-1.135	1.162	1.187	-1.377	enh
atac_P00228	-0.674	1.15	1.818	-1.298	0.065	-0.59	enh
atac_L00889	-7.389	-0.258	-0.785	0.555	-0.317	0.344	enh
atac_L00891	4.105	1.503	1.608	-0.423	-0.461	1.318	enh
atac_L00892	2.123	1.1	0.571	2.274	1.751	1.26	enh
atac_P00230	-2.099	0.964	1.361	-0.843	0.639	-0.394	enh
atac_L00896	5.365	2.391	0.234	-1.537	0.095	-0.549	enh
atac_L00897	5.957	1.237	-0.438	-1.002	0.481	0.546	enh
atac_L00901	2.675	0.997	-0.374	2.464	-0.906	1.048	enh
atac_L00903	1.467	2.178	-1.155	2.692	-0.076	0.777	enh
atac_L00910	-1.187	1.621	-0.147	1.342	-0.631	-0.955	enh
atac_P00240	-1.43	1.051	-0.432	2.125	-0.898	-0.599	enh
atac_P00241	0.996	2.301	-0.709	-0.438	-0.877	-0.844	enh
atac_L00922	-2.022	0.317	-0.629	-0.443	-1.009	-0.269	enh
atac_P00242	-0.675	-1.458	-1.011	0.322	-1.292	0.91	enh
atac_L00927	2.458	1.171	-0.019	0.511	-1.96	0.43	enh
atac_P00246	-2.361	-0.557	1.818	0.642	-0.129	0.606	enh
atac_P00248	-1.592	-0.771	0.674	-0.137	-0.484	1.455	enh
atac_L00929	3.568	2.362	0.72	-1.813	0.275	1.206	enh
atac_L00940	-2.295	0.751	-0.499	-0.385	-0.569	0.003	enh
atac_P00253	0.904	1.788	-1.002	-0.556	-0.255	-0.56	enh
atac_L00950	-0.374	1.456	0.289	4.209	0.08	0.376	enh
atac_L00962	-0.218	1.77	-0.501	-0.593	0.206	0.094	enh
atac_L00964	2.814	2.451	-0.337	0.291	-1.682	-0.666	enh
atac_L00969	6.41	2.254	1.834	-1.597	-0.215	0.118	enh
atac_L00977	1.803	-0.512	-0.941	-0.904	-0.656	0.343	enh
atac_L00979	1.752	0.527	3.226	1.18	-0.208	2.53	enh
atac_P00258	-1.865	1.426	1.058	-1.465	3.679	0.319	enh
atac_L00983	-3.993	-1.018	0.997	-0.472	-0.527	-0.388	enh
atac_L00984	-0.014	0.392	0.781	-1.076	-0.851	-0.365	enh
atac_P00259	-3.132	1.121	1.061	-0.729	0.283	-0.403	enh
atac_L00985	-0.411	2.466	0.155	0.218	1.497	-0.304	enh
atac_L00986	0.928	2.335	-0.543	-0.11	0.182	0.1	enh
atac_P00260	0.382	0.933	1.396	-0.22	-0.76	0.235	enh
atac_L00989	3.056	1.936	-0.483	0.213	-0.038	-0.421	enh
atac_L00990	3.164	1.401	0.615	0.745	-0.104	0.913	enh
atac_L00991	5.263	3.507	1.225	0.421	-0.824	0.544	enh
atac_L00992	3.745	1.528	0.793	-0.578	-1.419	0.139	enh
atac_L00993	-2.842	0.009	1.198	-1.008	-0.251	0.85	enh
atac_L00994	-1.938	0.01	0.855	-1.009	0.522	0.437	enh
atac_L00997	-2.742	-0.563	1.783	-1.019	0.673	0.139	enh
atac_P00263	-2.636	0.295	1.621	-0.646	-0.839	0.182	enh
atac_P00264	-2.528	0.634	0.857	0.187	0.659	0.813	enh
atac_L00998	-0.782	0.512	-0.267	-0.548	0.536	-1.402	enh
atac_L01000	0.98	1.412	2.211	1.387	-0.731	-0.405	enh
atac_L01005	8.503	2.976	-1.076	3.226	0.728	-1.139	enh
atac_L01011	-1.307	-0.008	0.191	-0.697	-1.597	0.182	enh
atac_L01012	-0.931	-0.519	1.688	-0.616	-0.036	0.279	enh
atac_L01015	-0.322	0.37	-0.524	-0.702	-1.531	0.465	enh
atac_P00266	-3.352	-0.594	-1.711	1.051	1.444	2.059	enh
atac_L01029	-0.21	-1.124	-1.393	0.064	-1.503	-1.112	enh
atac_L01041	-2.737	-0.913	-0.536	0.852	-0.464	-1.076	enh
atac_L01046	6.72	2.587	2.03	-0.796	-1.78	0.374	enh
atac_P00274	3.208	2.006	-0.25	2.605	0.476	0.546	enh
atac_L01053	5.378	3.227	0.042	1.322	-1.953	1.431	enh
atac_L01055	4.557	0.681	-1.796	1.683	-0.878	-1.238	enh
atac_P00275	1.756	0.978	1.564	-0.715	-0.335	-0.851	enh
atac_P00277	-0.455	2.064	1.147	-1.147	-1.051	-0.087	enh
atac_L01059	3.699	3.345	-0.435	-0.449	-0.649	1.158	enh
atac_P00279	-3.269	-0.122	0.191	-0.723	0.072	1.039	enh
atac_P00282	-2.934	-0.779	-0.499	0.115	-0.959	-0.414	enh
atac_L01068	4.791	1.693	1.837	3.55	-0.502	-0.458	enh
atac_P00286	0.165	2.05	0.1	0.471	-1.93	-0.647	enh
atac_L01074	2.785	-0.884	-0.582	-0.846	1.334	0.252	enh
atac_L01079	1.667	0.905	-0.613	2.061	-0.891	1.391	enh
atac_P00289	9.191	-0.963	0.091	0.684	-0.905	0.424	enh
atac_L01087	1.684	-1.953	0.602	-1.731	-1.812	1.21	enh
atac_L01092	-0.128	0.7	0.543	-1.213	0.106	0.154	enh
atac_L01093	3.402	0.884	-0.379	-0.799	0.615	1.32	enh
atac_P00293	-1.489	0.679	1.058	-0.974	-0.74	-0.205	enh
atac_L01098	1.738	0.346	-1.335	0.912	-1.112	-0.652	enh
atac_L01105	1.721	1.458	0.177	-0.102	-0.027	-1.482	enh
atac_P00295	0.988	1.904	-0.304	-0.951	-1.414	-0.5	enh
atac_L01113	-0.976	-0.163	0.046	-1.071	1.511	0.364	enh
atac_L01114	-0.505	-0.077	2.122	-0.737	-0.391	0.999	enh
atac_L01118	-0.176	0.217	0.037	-0.543	0.064	-0.659	enh
atac_L01119	-2.16	0.032	1.807	-1.063	-0.057	0.573	enh
atac_L01121	-0.348	0.798	2.074	-0.083	-0.135	-1.481	enh
atac_P00298	-3.212	0.204	0.959	-0.913	-0.232	0.535	enh
atac_L01125	2.703	1.7	0.111	-0.87	0.472	0.531	enh
atac_P00302	-1.096	0.248	0.93	-0.097	-0.634	-0.471	enh
atac_P00306	-1.655	-0.258	0.62	-0.769	-0.268	-0.686	enh
atac_L01132	-1.223	0.231	-0.123	-0.688	0.444	0.204	enh
atac_P00308	-2.036	0.471	0.543	-1.1	0.243	0.56	enh
atac_L01135	1.96	1.203	0.16	0.108	2.1	0.985	enh
atac_L01139	2.106	-0.573	-0.854	2.256	0.873	0.819	enh
atac_L01140	-1.594	0.487	0.661	0.321	0.479	0.091	enh
atac_P00313	-1.995	0.859	0.937	-0.86	-1.003	-0.553	enh
atac_L01148	1.085	1.156	-1.04	-0.903	-0.895	0.725	enh
atac_P00314	-0.863	-0.062	0.285	1.577	0.426	0.625	enh
atac_L01150	-1.137	0.811	0.212	-0.665	0.028	-0.452	enh
atac_L01159	-4.607	-1.16	1.046	-0.592	0.153	-0.225	enh
atac_L01163	-4.102	-0.19	1.907	3.212	-0.474	2	enh
atac_L01166	6.008	2.357	0.519	0.604	-0.164	-0.712	enh
atac_P00320	-2.396	0.43	1.524	0.252	0.006	-0.256	enh
atac_L01170	-5.965	-0.592	-0.015	0.131	-0.375	-0.056	enh
atac_L01171	2.282	2.093	0.591	0.572	0.202	3.61	enh
atac_L01174	0.21	2.006	1.041	-0.329	-0.581	0.91	enh
atac_L01179	0.944	0.872	-1.341	-0.74	-1.076	0.97	enh
atac_L01190	-3.17	-0.288	0.346	-0.432	-1.337	-0.625	enh
atac_P00322	-2.042	0.752	0.53	-1.02	1.696	0.448	enh
atac_P00323	-2.928	0.337	0.843	2.487	-0.389	-0.067	enh
atac_L01198	-3.292	-0.894	-0.312	-0.472	0.33	-0.224	enh
atac_L01201	-2.436	-0.861	0.761	-0.827	-1.46	-0.141	enh
atac_P00324	1.834	0.32	-0.325	0.017	-0.891	0.66	enh
atac_P00325	-2.828	0.069	0.85	0.262	0.182	0.051	enh
atac_L01214	0.127	0.13	1.844	1.819	2.53	-1.066	enh
atac_P00327	2.388	0.792	-0.977	-0.631	-1.27	-0.919	enh
atac_P00328	0.71	0.871	-0.696	-0.934	0.912	-0.603	enh
atac_L01217	-2.719	1.221	0.992	1.911	-0.301	-0.397	enh
atac_L01224	-0.005	2.173	-0.521	-0.611	0.187	-1.101	enh
atac_L01227	-1.207	-0.133	0.755	-0.695	-0.745	-0.361	enh
atac_L01228	2.558	1.733	1.556	-1.261	-0.033	-0.818	enh
atac_L01229	-6.695	-0.436	-0.737	0.465	-0.552	0.168	enh
atac_L01236	0.114	0.598	0.314	-0.488	-0.773	-0.84	enh
atac_L01242	-1.535	-0.942	-0.765	2.777	0.149	0.614	enh
atac_L01249	-1.883	-0.946	1.703	-1.384	-0.592	0.534	enh
atac_L01250	-0.28	1.532	-1.152	-0.235	-1.001	-0.757	enh
atac_L01253	-3.309	1.309	0.405	-0.191	0.032	-1.117	enh
atac_L01254	-3.816	-0.137	0.462	-0.3	0.565	-0.428	enh
atac_L01257	-1.008	1.636	2.385	-1.54	0.14	0.203	enh
atac_L01259	-1.162	0.25	-0.924	-0.018	0.057	-0.474	enh
atac_P00338	-5.678	-1.327	-1.206	0.274	0.163	0.145	enh
atac_L01268	-2.909	-1.05	2.729	-0.973	0.396	1.746	enh
atac_L01280	-3.72	0.649	1.045	3.603	0.132	0.272	enh
atac_L01281	-0.706	1.503	-1.142	-0.848	0.689	0.88	enh
atac_L01283	2.615	-0.14	-1.138	-0.972	-0.014	2.95	enh
atac_P00344	-1.482	1.353	0.413	-0.789	0.018	0.027	enh
atac_L01301	0.1	1.46	0.922	3.49	1.436	-1.191	enh
atac_L01302	-4.152	0.218	-0.187	0.103	0.341	-0.556	enh
atac_L01304	-1.599	1.285	1.093	-0.568	1.345	0.846	enh
atac_L01308	-2.591	-1.057	1.757	-1.114	-1.806	-0.241	enh
atac_P00345	-0.875	0.367	1.058	-0.994	-1.109	0.841	enh
atac_L01326	-2.724	-2.152	1.071	-1.028	-0.909	0.257	enh
atac_L01327	-1.716	-1.026	2.394	-1.297	-0.198	-0.709	enh
atac_L01335	4.964	-0.015	0.281	-1.438	0.548	0.674	enh
atac_L01336	1.671	-1.013	0.802	-1.355	0.154	-1.399	enh
atac_L01340	-3.938	-0.195	-0.419	0.122	-0.664	-0.189	enh
atac_L01342	-2.568	1.017	0.497	-0.868	0.139	-0.157	enh
atac_L01353	2.025	0.534	-1.801	-0.513	-0.862	-0.046	enh
atac_L01358	-2.918	-0.639	0.708	-0.419	1.129	-0.914	enh
atac_L01360	-3.74	-0.434	0.591	0.562	0.012	-0.878	enh
atac_L01363	-2.857	0.036	-0.056	-0.091	0.23	-1.28	enh
atac_L01366	-4.12	0.389	1.144	-0.183	0.642	0.533	enh
atac_L01368	-4.46	-0.31	0.905	3.435	-0.098	0.535	enh
atac_P00357	-2.073	0.147	-0.131	-0.958	0.348	0.729	enh
atac_L01373	-4.752	-0.099	0.537	-0.078	-0.515	-0.745	enh
atac_L01374	-4.183	-0.362	-2.173	0.259	-0.948	0.565	enh
atac_L01392	-4.755	0.085	0.633	-0.381	0.873	-0.504	enh
atac_L01397	-3.942	0.23	0.787	-0.497	0.397	-0.377	enh
atac_L01400	-2.864	0.805	2.043	-0.748	0.807	0.081	enh
atac_L01404	0.948	0.212	1.289	-1.892	0.159	0.458	enh
atac_P00359	-4.487	0.023	1.087	2.583	1.166	-0.243	enh
atac_L01408	-4.365	0.263	1.262	-0.43	-0.813	-0.256	enh
atac_L01409	-0.641	1.152	0.831	1.963	0.427	0.214	enh
atac_L01411	-2.564	-1.878	-0.213	0.357	-0.938	0.164	enh
atac_L01417	0.514	3.432	-2.483	1.289	-0.12	-0.224	enh
atac_L01423	-2.219	0.29	1.391	-1.07	0.711	0.027	enh
atac_L01426	-1.002	0.973	-0.643	-0.627	-0.749	-0.166	enh
atac_L01431	-3.812	-0.881	0.142	0.656	0.101	-0.57	enh
atac_L01432	-4.985	0.477	-0.307	-0.105	0.859	-0.097	enh
atac_L01433	-5.067	0.412	-1.061	-0.025	-0.067	0.322	enh
atac_L01440	-5.562	-0.247	0.214	-0.648	0.195	1.701	enh
atac_L01444	-7.199	-0.235	-0.834	0.586	-0.305	0.254	enh
atac_L01446	-4.216	-0.585	0.182	0.417	1.282	-0.777	enh
atac_L01457	-6.947	-0.766	-0.27	0.248	-0.113	0.291	enh
atac_L01463	-2.899	-0.604	1.489	0.076	1.691	-1.025	enh
atac_L01464	-2.696	0.803	1.887	2.292	0.105	0.304	enh
atac_L01466	-4.505	-1.217	-0.366	3.382	-0.36	1.534	enh
atac_L01472	1.607	-0.951	-0.229	-0.06	-0.913	1.812	enh
atac_L01473	-0.57	-0.18	-1.022	0.808	0.521	-1.475	enh
atac_L01481	-4.07	0.412	1.638	-1.372	0.174	1.629	enh
atac_L01482	-3.681	-0.504	-0.013	-1.084	2.334	0.84	enh
atac_L01489	-4.342	-1.532	-0.641	-0.576	1.214	1.357	enh
atac_L01496	-5.839	-0.422	0.125	-0.075	0.234	-0.335	enh
atac_L01497	-4.469	-0.991	0.443	-0.738	-0.139	0.474	enh
atac_L01505	-4.824	-0.554	0.854	0.628	-0.628	0.488	enh
atac_L01506	-2.596	1.28	0.717	-0.31	0.297	-1.403	enh
atac_P00370	-3.306	0.36	0.535	-0.627	0.423	0.141	enh
atac_P00371	-2.007	0.143	0.954	-0.987	-0.085	0.135	enh
atac_L01515	-1.818	-1.285	-0.09	0.531	-1.013	-0.925	enh
atac_L01516	-2.151	-1.431	-1.45	-0.046	-0.689	-0.318	enh
atac_L38812	-7.133	-0.31	-1.131	0.545	-0.217	0.375	enh
atac_L38832	-3.404	1.449	-0.86	-0.64	0.192	0.822	enh
atac_P06860	-5.138	0.889	-0.233	0.376	0.131	-0.812	enh
atac_L38841	1.822	3.242	0.387	-0.599	0.042	0.218	enh
atac_L38843	-3.801	0.33	-0.183	-0.314	0.087	-0.39	enh
atac_L38860	-2.895	1.214	0.449	-0.548	0.248	-0.592	enh
atac_L38870	-1.332	-1.713	2.487	-0.003	-1.452	-0.674	enh
atac_L38872	-4.147	-0.613	-0.015	-0.105	-0.338	-0.334	enh
atac_L38873	-1.81	-0.55	-2.557	-0.159	0.212	0.698	enh
atac_L38874	-0.498	1.604	-0.372	-0.847	-0.6	0.628	enh
atac_L38876	0.678	2.663	-0.833	-0.272	0.182	-1.519	enh
atac_L38882	1.375	0.814	0.333	0.217	-0.688	1.454	enh
atac_L38886	-4.624	0.516	-1.081	0.11	0.24	0.019	enh
atac_P06867	-3.262	0.976	0.545	-0.298	-0.32	-0.864	enh
atac_L38890	-2.54	1.625	0.275	-1.195	1.676	0.479	enh
atac_L38900	-1.634	1.093	-0.737	0.535	-0.776	-0.336	enh
atac_L38902	-3.048	0.342	0.011	0.683	-0.713	0.976	enh
atac_P06873	-4.705	0.246	0.005	-0.03	0.215	-0.886	enh
atac_L38904	-3.76	-0.076	0.922	-0.263	1.112	-0.857	enh
atac_P06876	-2.668	-0.243	0.059	0.463	-0.432	-0.866	enh
atac_L38906	-2.472	0.934	-0.07	-0.977	1.102	0.904	enh
atac_L38908	-5.229	0.681	-1.14	0.378	-0.526	-0.227	enh
atac_L38911	-0.386	1.798	0.829	-1.213	0.8	0.594	enh
atac_L38914	-4.586	-1.684	-1.134	0.092	-0.12	0.485	enh
atac_L38917	-3.613	-1.188	0.917	-0.665	0.344	-0.319	enh
atac_L38918	-5.981	-1.76	-1.124	0.25	-0.012	0.509	enh
atac_L38921	-0.221	0.366	0.898	-1.131	-1.645	-0.248	enh
atac_L38930	-2.325	0.237	0.519	-0.094	-1.55	-0.766	enh
atac_P06878	-4.009	-0.164	1.116	-0.523	-1.264	-0.364	enh
atac_L38940	-1.526	0.646	-0.03	-0.002	1.388	1.308	enh
atac_L38941	-3.945	-1.333	0.084	-0.279	0.029	-0.638	enh
atac_L38945	3.198	-1.911	-3.406	-0.701	-0.921	-0.288	enh
atac_L38946	-3.475	-0.865	1.765	0.532	-1.034	-0.279	enh
atac_L38947	-4.565	-0.316	-0.826	0.191	-1.195	-0.138	enh
atac_L38948	1.624	0.618	-0.435	0.251	0.099	-0.739	enh
atac_L38952	3.02	-0.783	-0.789	0.196	-1.835	-1.203	enh
atac_L38962	3.184	2.237	0.937	-0.152	1.017	0.603	enh
atac_L38965	-6.55	-0.383	-0.615	0.511	-0.097	-0.136	enh
atac_L38968	-2.722	0.503	1.522	-1.333	1.237	0.694	enh
atac_P06882	-0.511	1.147	-1.053	0.198	0.089	0.336	enh
atac_P06883	0.505	0.847	-0.169	-1.222	-0.77	0.199	enh
atac_P06884	-0.392	0.212	-0.641	-0.395	-0.872	-0.702	enh
atac_L38974	0.129	0.679	-1.228	0.604	0.484	-1.188	enh
atac_L38976	0.255	0.546	-1.912	-1.142	0.586	1.563	enh
atac_L38978	-3.113	-0.459	1.299	-1.155	0.238	0.423	enh
atac_L38981	-2.686	-0.71	-0.348	-0.83	-0.754	1.718	enh
atac_L38982	-1.747	0.865	0.145	-0.586	0.402	2.698	enh
atac_L38986	-3.051	1.33	0.048	0.31	0.379	0.214	enh
atac_L38987	-2.705	-0.782	1.287	0.42	-0.477	-1.666	enh
atac_L38990	-5.305	0.362	-1.013	0.22	-0.505	0.333	enh
atac_P06892	-4.889	0.639	0.758	-0.444	0.351	0.261	enh
atac_L39002	-2.802	1.164	0.33	-0.123	-0.244	-1.297	enh
atac_L39004	-0.972	0.93	-2.301	0.021	0.581	-0.434	enh
atac_L39007	-4.103	-0.578	0.673	-0.38	-0.059	0.008	enh
atac_L39008	1.616	1.599	0.158	0.408	-0.05	-1.397	enh
atac_L39010	-5.359	-0.777	-0.248	0.335	0.313	-0.982	enh
atac_L39013	4.996	3.937	-0.011	-0.288	0.835	-2.047	enh
atac_L39014	-3.486	0.346	-0.078	-0.858	-0.225	2.124	enh
atac_L39015	-0.361	0.607	0.792	1.72	-0.554	2.938	enh
atac_L39020	0.318	2.688	0.283	-1.31	-0.024	0.204	enh
atac_L39021	-3.052	1.76	0.412	0.527	-0.865	-0.026	enh
atac_L39026	-4.256	-0.691	0.373	0.068	-1.089	-1.078	enh
atac_L39032	2.201	2.776	0.551	1.959	2.612	0.253	enh
atac_L39036	0.392	0.712	0.572	1.045	-0.809	-0.688	enh
atac_L39043	-1.912	-0.706	1.549	-0.32	-0.594	-0.661	enh
atac_L39044	-2.404	0.8	-0.587	-0.581	0.554	-0.734	enh
atac_L39047	-3.203	-0.285	-1.694	-0.084	-0.178	0.299	enh
atac_L39051	-1.455	1.065	0.57	0.099	0.598	-0.73	enh
atac_L39065	3.254	1.939	1.118	1.759	0.034	1.246	enh
atac_L39066	-4.045	0.044	-1.713	0.074	0.503	0.123	enh
atac_L39068	-0.711	1.153	-0.766	-0.257	-1.242	-0.435	enh
atac_P06899	-2.265	0.495	0.386	-0.908	-0.144	0.265	enh
atac_L39069	0.923	0.983	0.206	3.876	0.455	1.132	enh
atac_L39071	-3.788	-0.966	1.984	-0.671	0.259	1.227	enh
atac_L39079	-3.599	1.321	0.027	-0.583	1.44	-0.234	enh
atac_L39081	-0.911	1.46	-0.357	0.564	0.163	-1.208	enh
atac_L39082	3.101	2.616	-0.547	-0.957	-1.018	0.028	enh
atac_P06900	-1.808	0.757	0.361	-0.393	-0.306	-1.185	enh
atac_L39085	-1.644	1.735	1.004	-1.311	-0.369	1.043	enh
atac_P06902	-2.402	0.078	1.257	1.612	0.161	1.158	enh
atac_L39088	-2.715	0.156	0.606	-0.79	-1.03	1.305	enh
atac_L39091	-1.285	0.647	1.693	-0.708	-1.121	-1.378	enh
atac_L39092	-1.135	0.054	0.974	-0.731	0.613	0.792	enh
atac_L39094	-1.388	-0.476	1.809	0.191	-0.523	0.616	enh
atac_P06907	-4.823	-1.143	-0.333	0.115	-0.273	-0.594	enh
atac_P06908	1.764	2.265	-0.422	1.745	1.661	0.659	enh
atac_L39104	0.064	0.633	0.033	0.51	-2.092	0.479	enh
atac_L39107	3.027	1.657	-0.921	-1.521	-1.277	0.64	enh
atac_L39111	0.323	1.789	1.23	2.106	-0.283	-0.106	enh
atac_P06909	-3.922	-0.527	0.256	0.481	1.076	-1.01	enh
atac_L39112	-0.925	1.841	0.097	0.129	0.714	-0.376	enh
atac_L39116	0.697	0.555	0.273	-1.429	-0.438	0.884	enh
atac_P06911	-1.331	0.719	2.406	-0.21	-0.741	0.223	enh
atac_L39123	0.792	1.225	-1.641	-0.53	0.252	-0.895	enh
atac_L39124	2.248	2.529	-2.206	0.028	-0.383	-1.35	enh
atac_L39125	6.605	2.236	-1.583	-1.512	-0.082	0.699	enh
atac_L39128	3.824	1.107	-2.21	-0.835	-0.178	0.512	enh
atac_P06913	-0.954	1.299	2.594	-0.485	0.314	-1.5	enh
atac_L39133	-4.708	0.395	-1.318	0.403	-0.014	-0.946	enh
atac_L39134	-3.361	-1.463	-0.984	0.357	1.105	0.14	enh
atac_P06914	-3.85	-0.091	1.128	1.895	0.467	0.132	enh
atac_L39140	-1.944	-0.927	0.562	0.657	-0.768	-0.017	enh
atac_L39142	0.589	0.477	-0.267	-1.434	0.225	1.658	enh
atac_L39143	-3.453	-1.123	0.658	-0.253	-0.866	-0.286	enh
